CTLabel,BoroCode,BoroName,CT2020,BoroCT2020,CDEligibil,NTAName,NTA2020,CDTA2020,CDTANAME,GEOID,PUMA,Shape_Leng,Shape_Area,B19013001,id,Station ID,area,perimeter,calculatedarea
"383.01","2",Bronx,"038301","2038301",,Fordham Heights,BX0503,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005038301","4205",4142.37043152000,1030540.59533000004,"47394","0","1",15164894.247381,14925.757219,95741.712
"386","2",Bronx,"038600","2038600",,Eastchester-Edenwald-Baychester,BX1202,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005038600","4212",9718.97780975000,4405922.40453999955,"62340","0","1",15164894.247381,14925.757219,7381.022
"387","2",Bronx,"038700","2038700",,Belmont,BX0603,BX06,BX06 Tremont-Belmont-West Farms (CD 6 Approximation),"36005038700","4263",6115.85414373000,1971794.59725000011,"42174","0","1",15164894.247381,14925.757219,57788.039
"388","2",Bronx,"038800","2038800",,Williamsbridge-Olinville,BX1201,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005038800","4212",5125.99969399000,1593876.13532999996,"63341","0","1",15164894.247381,14925.757219,42847.166
"390","2",Bronx,"039000","2039000",,Williamsbridge-Olinville,BX1201,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005039000","4212",5779.79208873000,1959260.03856000002,"59758","0","1",15164894.247381,14925.757219,181796.684
"392","2",Bronx,"039200","2039200",,Williamsbridge-Olinville,BX1201,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005039200","4212",4077.68329930000,1035615.78830999997,"61458","0","1",15164894.247381,14925.757219,96213.189
"394","2",Bronx,"039400","2039400",,Williamsbridge-Olinville,BX1201,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005039400","4212",5629.58093949000,1560974.45974999992,"62712","0","1",15164894.247381,14925.757219,145021.274
"396","2",Bronx,"039600","2039600",,Williamsbridge-Olinville,BX1201,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005039600","4212",6233.36997398000,2402726.56526000006,"41547","0","1",15164894.247381,14925.757219,223223.692
"398","2",Bronx,"039800","2039800",,Williamsbridge-Olinville,BX1201,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005039800","4212",5909.03408278000,2172955.40748000005,"51629","0","1",15164894.247381,14925.757219,76004.557
"403.02","2",Bronx,"040302","2040302",,Bedford Park,BX0702,BX07,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),"36005040302","4207",4475.29437147000,682700.65870300005,"40938","0","1",15164894.247381,14925.757219,63425.861
"403.03","2",Bronx,"040303","2040303",,Bedford Park,BX0702,BX07,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),"36005040303","4207",3875.77091884000,949187.69401600002,"39023","0","1",15164894.247381,14925.757219,88183.664
"403.04","2",Bronx,"040304","2040304",,Bedford Park,BX0702,BX07,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),"36005040304","4207",3459.31899150000,723328.34572700004,"33218","0","1",15164894.247381,14925.757219,67200.350
"404","2",Bronx,"040400","2040400",,Williamsbridge-Olinville,BX1201,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005040400","4212",6116.02683935000,2316966.92051000008,"83333","0","1",15164894.247381,14925.757219,78082.607
"405.01","2",Bronx,"040501","2040501",,Bedford Park,BX0702,BX07,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),"36005040501","4207",4542.80551193000,873437.27581499994,"42037","0","1",15164894.247381,14925.757219,81146.123
"405.02","2",Bronx,"040502","2040502",,Bedford Park,BX0702,BX07,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),"36005040502","4207",5358.57010230000,1534114.73937999993,"39486","0","1",15164894.247381,14925.757219,142186.895
"406","2",Bronx,"040600","2040600",,Williamsbridge-Olinville,BX1201,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005040600","4212",6241.56702883000,2403938.30702999979,"48157","0","1",15164894.247381,14925.757219,223336.251
"407.01","2",Bronx,"040701","2040701",,Bedford Park,BX0702,BX07,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),"36005040701","4207",3907.03268233000,630565.99884999997,"50068","0","1",15164894.247381,14925.757219,58582.322
"407.02","2",Bronx,"040702","2040702",,Bedford Park,BX0702,BX07,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),"36005040702","4207",6195.82415690000,1956959.06902000005,"34724","0","1",15164894.247381,14925.757219,171147.926
"408","2",Bronx,"040800","2040800",,Williamsbridge-Olinville,BX1201,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005040800","4212",5032.25021758000,1323605.76203000010,"35476","0","1",15164894.247381,14925.757219,122968.686
"415","2",Bronx,"041500","2041500",,Bedford Park,BX0702,BX07,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),"36005041500","4207",5181.19323592000,1471377.99111000006,"42188","0","1",15164894.247381,14925.757219,136697.413
"419","2",Bronx,"041900","2041900",,Norwood,BX0703,BX07,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),"36005041900","4207",8588.72336731000,3505470.62559999991,"49667","0","1",15164894.247381,14925.757219,325673.431
"420","2",Bronx,"042000","2042000",,Wakefield-Woodlawn,BX1203,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005042000","4212",5084.22269981000,1615128.64938000008,"32672","0","1",15164894.247381,14925.757219,150052.408
"422","2",Bronx,"042200","2042200",,Wakefield-Woodlawn,BX1203,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005042200","4212",5599.16113814000,1884434.65354000009,"72091","0","1",15164894.247381,14925.757219,175072.104
"423","2",Bronx,"042300","2042300",,Norwood,BX0703,BX07,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),"36005042300","4207",6174.66333110000,1939179.56685000006,"63723","0","1",15164894.247381,14925.757219,180158.195
"424","2",Bronx,"042400","2042400",,Wakefield-Woodlawn,BX1203,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005042400","4212",5694.37193300000,1882378.49136000010,"97083","0","1",15164894.247381,14925.757219,60087.591
"428","2",Bronx,"042800","2042800",,Wakefield-Woodlawn,BX1203,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005042800","4212",5422.97996354000,1821034.94913000008,"104205","0","1",15164894.247381,14925.757219,6278.225
"429.02","2",Bronx,"042902","2042902",,Norwood,BX0703,BX07,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),"36005042902","4207",4590.90527218000,1011498.96244999999,"48162","0","1",15164894.247381,14925.757219,93972.642
"430","2",Bronx,"043000","2043000",,Wakefield-Woodlawn,BX1203,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005043000","4212",5850.89658383000,2219376.10801000008,"78482","0","1",15164894.247381,14925.757219,179983.553
"431.01","2",Bronx,"043101","2043101",,Norwood,BX0703,BX07,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),"36005043101","4207",5047.25931393000,1102962.88843000005,"39792","0","1",15164894.247381,14925.757219,102470.025
"434","2",Bronx,"043400","2043400",,Wakefield-Woodlawn,BX1203,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005043400","4212",10436.35077160000,3761013.02553000022,"71849","0","1",15164894.247381,14925.757219,349414.259
"436","2",Bronx,"043600","2043600",,Wakefield-Woodlawn,BX1203,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005043600","4212",5633.95484834000,1679294.21466999990,"60536","0","1",15164894.247381,14925.757219,155140.628
"442","2",Bronx,"044200","2044200",,Wakefield-Woodlawn,BX1203,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005044200","4212",7344.85146993000,2615882.21229000017,"40089","0","1",15164894.247381,14925.757219,236270.056
"444","2",Bronx,"044400","2044400",,Wakefield-Woodlawn,BX1203,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005044400","4212",7797.64437191000,3923532.51500000013,"99960","0","1",15164894.247381,14925.757219,151359.146
"456","2",Bronx,"045600","2045600",,Eastchester-Edenwald-Baychester,BX1202,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005045600","4212",28870.04664440000,9450414.57424000092,"114525","0","1",15164894.247381,14925.757219,303853.067
"462.03","2",Bronx,"046203","2046203",,Co-op City,BX1004,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005046203","4210",18390.32082300000,9658545.97622999921,"41371","0","1",15164894.247381,14925.757219,54226.539
"462.07","2",Bronx,"046207","2046207",,Co-op City,BX1004,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005046207","4210",6903.80885803000,1991108.98980000010,"69637","0","1",15164894.247381,14925.757219,68311.600
"462.09","2",Bronx,"046209","2046209",,Eastchester-Edenwald-Baychester,BX1202,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005046209","4212",14200.58626910000,5133432.62322000042,"31801","0","1",15164894.247381,14925.757219,393501.801
"484.01","2",Bronx,"048401","2048401",,Eastchester-Edenwald-Baychester,BX1202,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005048401","4212",12465.39013150000,5439600.14116999973,"82451","0","1",15164894.247381,14925.757219,408123.318
"2","4",Queens,"000200","4000200",,Woodhaven,QN0905,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081000200","4409",5113.95043593000,1665705.37969999993,"72200","0","1",15164894.247381,14925.757219,154750.137
"4","4",Queens,"000400","4000400",,Woodhaven,QN0905,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081000400","4409",6508.26773126000,2420866.25351000018,"78454","0","1",15164894.247381,14925.757219,224907.273
"6","4",Queens,"000600","4000600",,Woodhaven,QN0905,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081000600","4409",6437.13416189000,2307340.95131999999,"75074","0","1",15164894.247381,14925.757219,177391.686
"7.02","4",Queens,"000702","4000702",,Long Island City-Hunters Point,QN0201,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081000702","4402",8180.11274594000,3276086.41622000001,"125114","0","1",15164894.247381,14925.757219,304361.717
"8","4",Queens,"000800","4000800",,Woodhaven,QN0905,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081000800","4409",5918.32328256000,2043534.04266000004,"103671","0","1",15164894.247381,14925.757219,159957.899
"10","4",Queens,"001000","4001000",,Woodhaven,QN0905,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081001000","4409",5286.51083996000,1743090.15412999992,"88250","0","1",15164894.247381,14925.757219,161939.427
"12","4",Queens,"001200","4001200",,Woodhaven,QN0905,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081001200","4409",6305.93969795000,2420973.94057000009,"74870","0","1",15164894.247381,14925.757219,224917.377
"16","4",Queens,"001600","4001600",,Woodhaven,QN0905,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081001600","4409",5985.30710142000,1623632.85923000006,"76250","0","1",15164894.247381,14925.757219,117095.401
"24","4",Queens,"002400","4002400",,Richmond Hill,QN0902,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081002400","4409",5361.26492784000,1519335.34309999994,"61042","0","1",15164894.247381,14925.757219,141151.876
"26","4",Queens,"002600","4002600",,Richmond Hill,QN0902,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081002600","4409",6189.62701693000,1593309.29236999992,"123281","0","1",15164894.247381,14925.757219,148024.330
"28","4",Queens,"002800","4002800",,Richmond Hill,QN0902,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081002800","4409",6459.69017176000,2422506.15515000001,"87899","0","1",15164894.247381,14925.757219,221496.985
"30","4",Queens,"003000","4003000",,Woodhaven,QN0905,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081003000","4409",5661.79084508000,1220952.71512999991,"84750","0","1",15164894.247381,14925.757219,103734.001
"31","4",Queens,"003100","4003100",,Queensbridge-Ravenswood-Dutch Kills,QN0105,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081003100","4401",6683.01062610000,1775765.17660999997,"95556","0","1",15164894.247381,14925.757219,164975.856
"32","4",Queens,"003200","4003200",,Ozone Park (North),QN0904,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081003200","4409",5607.36997722000,1731989.34862999991,"113462","0","1",15164894.247381,14925.757219,57917.711
"33.02","4",Queens,"003302","4003302",,Queensbridge-Ravenswood-Dutch Kills,QN0105,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081003302","4401",8992.52941955000,3527015.33461999986,"53417","0","1",15164894.247381,14925.757219,327674.218
"38","4",Queens,"003800","4003800",,Ozone Park (North),QN0904,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081003800","4409",7114.92062572000,1896703.54126000009,"85859","0","1",15164894.247381,14925.757219,170123.600
"40.01","4",Queens,"004001","4004001",,Ozone Park (North),QN0904,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081004001","4409",6859.28281466000,1875952.91724999994,"82176","0","1",15164894.247381,14925.757219,174282.733
"40.02","4",Queens,"004002","4004002",,Ozone Park,QN1002,QN10,QN10 South Ozone Park-Howard Beach (CD 10 Approximation),"36081004002","4410",5677.82943819000,1396952.36394999991,"46552","0","1",15164894.247381,14925.757219,129781.846
"42","4",Queens,"004200","4004200",,Ozone Park (North),QN0904,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081004200","4409",7928.42061221000,2156063.82194000017,"92677","0","1",15164894.247381,14925.757219,200306.008
"43","4",Queens,"004300","4004300",,Queensbridge-Ravenswood-Dutch Kills,QN0105,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081004300","4401",6412.16138820000,1841331.48482999997,"24125","0","1",15164894.247381,14925.757219,68349.695
"45","4",Queens,"004500","4004500",,Queensbridge-Ravenswood-Dutch Kills,QN0105,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081004500","4401",7941.41206590000,2375492.22937999992,"76688","0","1",15164894.247381,14925.757219,88823.281
"47","4",Queens,"004700","4004700",,Queensbridge-Ravenswood-Dutch Kills,QN0105,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081004700","4401",5564.48087832000,1928980.71583999996,"56758","0","1",15164894.247381,14925.757219,159389.400
"51","4",Queens,"005100","4005100",,Queensbridge-Ravenswood-Dutch Kills,QN0105,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081005100","4401",5387.36679920000,1476104.39491000003,"79155","0","1",15164894.247381,14925.757219,137136.162
"52","4",Queens,"005200","4005200",,Ozone Park (North),QN0904,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081005200","4409",5321.97226385000,1405250.22965999995,"79342","0","1",15164894.247381,14925.757219,130552.737
"53","4",Queens,"005300","4005300",,Astoria (Central),QN0103,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081005300","4401",8537.62798454000,2111785.60340999998,"112258","0","1",15164894.247381,14925.757219,196193.609
"55","4",Queens,"005500","4005500",,Queensbridge-Ravenswood-Dutch Kills,QN0105,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081005500","4401",5268.30135289000,1786238.07707000012,"132500","0","1",15164894.247381,14925.757219,165948.837
"57","4",Queens,"005700","4005700",,Astoria (Central),QN0103,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081005700","4401",6805.19655776000,2406263.40640000021,"94884","0","1",15164894.247381,14925.757219,223551.772
"63","4",Queens,"006300","4006300",,Astoria (Central),QN0103,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081006300","4401",6358.78224538000,2288295.47334000003,"114783","0","1",15164894.247381,14925.757219,212592.152
"65.01","4",Queens,"006501","4006501",,Astoria (Central),QN0103,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081006501","4401",5124.69075031000,1198418.20824999991,"102375","0","1",15164894.247381,14925.757219,111338.049
"65.02","4",Queens,"006502","4006502",,Astoria (Central),QN0103,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081006502","4401",5907.49095643000,1650722.20770999999,"81556","0","1",15164894.247381,14925.757219,153358.966
"69","4",Queens,"006900","4006900",,Astoria (Central),QN0103,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081006900","4401",6617.18757531000,2266843.34781999979,"117167","0","1",15164894.247381,14925.757219,210599.234
"71","4",Queens,"007100","4007100",,Astoria (Central),QN0103,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081007100","4401",8689.50737966000,2102179.87908999994,"114917","0","1",15164894.247381,14925.757219,195301.286
"73","4",Queens,"007300","4007300",,Astoria (Central),QN0103,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081007300","4401",4969.44632485000,1522290.21540999995,"112500","0","1",15164894.247381,14925.757219,141427.101
"75","4",Queens,"007500","4007500",,Astoria (Central),QN0103,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081007500","4401",4760.63598872000,1391240.15479000006,"82838","0","1",15164894.247381,14925.757219,129251.988
"77","4",Queens,"007700","4007700",,Old Astoria-Hallets Point,QN0102,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081007700","4401",4849.72293964000,1363202.22377999988,"118125","0","1",15164894.247381,14925.757219,51813.850
"79","4",Queens,"007900","4007900",,Old Astoria-Hallets Point,QN0102,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081007900","4401",5365.90109502000,1727510.95402000006,"109598","0","1",15164894.247381,14925.757219,58199.550
"83","4",Queens,"008300","4008300",,Old Astoria-Hallets Point,QN0102,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081008300","4401",7048.15730003000,2059577.35639999993,"89500","0","1",15164894.247381,14925.757219,54773.142
"85","4",Queens,"008500","4008500",,Queensbridge-Ravenswood-Dutch Kills,QN0105,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081008500","4401",11139.88930020000,2942541.84494000021,"103625","0","1",15164894.247381,14925.757219,157229.557
"94","4",Queens,"009400","4009400",,South Ozone Park,QN1001,QN10,QN10 South Ozone Park-Howard Beach (CD 10 Approximation),"36081009400","4410",7131.93096921000,1869642.07939000009,"89792","0","1",15164894.247381,14925.757219,173696.401
"95","4",Queens,"009500","4009500",,Astoria (North)-Ditmars-Steinway,QN0101,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081009500","4401",6035.05978164000,1770676.82895000000,"104028","0","1",15164894.247381,14925.757219,137230.668
"96","4",Queens,"009600","4009600",,South Ozone Park,QN1001,QN10,QN10 South Ozone Park-Howard Beach (CD 10 Approximation),"36081009600","4410",6574.85718250000,2222233.91027999995,"105156","0","1",15164894.247381,14925.757219,206453.426
"97","4",Queens,"009700","4009700",,Astoria (North)-Ditmars-Steinway,QN0101,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081009700","4401",6276.00602072000,2171669.75841999985,"117500","0","1",15164894.247381,14925.757219,128044.870
"98","4",Queens,"009800","4009800",,South Ozone Park,QN1001,QN10,QN10 South Ozone Park-Howard Beach (CD 10 Approximation),"36081009800","4410",6831.55589013000,1460890.81147000007,"78875","0","1",15164894.247381,14925.757219,135722.009
"100","4",Queens,"010000","4010000",,South Ozone Park,QN1001,QN10,QN10 South Ozone Park-Howard Beach (CD 10 Approximation),"36081010000","4410",7603.44502508000,2403901.65507999994,"112390","0","1",15164894.247381,14925.757219,186186.136
"101","4",Queens,"010100","4010100",,Astoria (North)-Ditmars-Steinway,QN0101,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081010100","4401",5978.76337526000,1860062.55683999998,"105063","0","1",15164894.247381,14925.757219,137661.285
"102","4",Queens,"010200","4010200",,South Ozone Park,QN1001,QN10,QN10 South Ozone Park-Howard Beach (CD 10 Approximation),"36081010200","4410",7032.65623837000,2302072.58322999999,"99265","0","1",15164894.247381,14925.757219,66687.988
"103","4",Queens,"010300","4010300",,Astoria (North)-Ditmars-Steinway,QN0101,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081010300","4401",9276.26159903000,2695889.59897000017,"76118","0","1",15164894.247381,14925.757219,96093.258
"104","4",Queens,"010400","4010400",,South Ozone Park,QN1001,QN10,QN10 South Ozone Park-Howard Beach (CD 10 Approximation),"36081010400","4410",6736.55033370000,2007367.91675000009,"81552","0","1",15164894.247381,14925.757219,173580.663
"105","4",Queens,"010500","4010500",,Astoria (North)-Ditmars-Steinway,QN0101,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081010500","4401",6626.64142784000,2131456.33669999987,"61589","0","1",15164894.247381,14925.757219,8394.161
"108","4",Queens,"010800","4010800",,South Richmond Hill,QN0903,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081010800","4409",6002.66695759000,1696627.40311000007,"88224","0","1",15164894.247381,14925.757219,144835.819
"110","4",Queens,"011000","4011000",,South Richmond Hill,QN0903,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081011000","4409",6467.64813062000,1776467.63865000010,"81563","0","1",15164894.247381,14925.757219,162010.023
"111","4",Queens,"011100","4011100",,Astoria (North)-Ditmars-Steinway,QN0101,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081011100","4401",5447.70009075000,1622555.67727999995,"97465","0","1",15164894.247381,14925.757219,128454.175
"112","4",Queens,"011200","4011200",,Ozone Park (North),QN0904,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081011200","4409",6398.94568695000,2029245.37058999995,"64741","0","1",15164894.247381,14925.757219,188524.166
"113","4",Queens,"011300","4011300",,Astoria (North)-Ditmars-Steinway,QN0101,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081011300","4401",6050.89773189000,1922996.07480999990,"94300","0","1",15164894.247381,14925.757219,177348.971
"114","4",Queens,"011400","4011400",,Ozone Park (North),QN0904,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081011400","4409",4984.73243532000,1280315.33190000011,"107670","0","1",15164894.247381,14925.757219,85253.013
"115","4",Queens,"011500","4011500",,Astoria (North)-Ditmars-Steinway,QN0101,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081011500","4401",5907.90916786000,1997218.90740999999,"106458","0","1",15164894.247381,14925.757219,185550.020
"116","4",Queens,"011600","4011600",,Ozone Park (North),QN0904,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081011600","4409",5752.37943520000,1471248.55174000002,"66250","0","1",15164894.247381,14925.757219,73187.961
"117","4",Queens,"011700","4011700",,Astoria (North)-Ditmars-Steinway,QN0101,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081011700","4401",6365.30326033000,2290673.09600999998,"114797","0","1",15164894.247381,14925.757219,212813.125
"118","4",Queens,"011800","4011800",,South Richmond Hill,QN0903,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081011800","4409",7774.59413303000,1681621.45096000005,"81628","0","1",15164894.247381,14925.757219,127638.428
"119","4",Queens,"011900","4011900",,Astoria (North)-Ditmars-Steinway,QN0101,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081011900","4401",4488.11116010000,1199794.97295000008,"76889","0","1",15164894.247381,14925.757219,68168.271
"120","4",Queens,"012000","4012000",,South Richmond Hill,QN0903,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081012000","4409",5106.78836311000,1553008.39874999993,"93763","0","1",15164894.247381,14925.757219,103654.683
"121","4",Queens,"012100","4012100",,Astoria (North)-Ditmars-Steinway,QN0101,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081012100","4401",5080.83239361000,1484400.48136000009,"97500","0","1",15164894.247381,14925.757219,25285.304
"122","4",Queens,"012200","4012200",,Richmond Hill,QN0902,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081012200","4409",6539.52176877000,2262780.10620999988,"89063","0","1",15164894.247381,14925.757219,176180.849
"124","4",Queens,"012400","4012400",,Richmond Hill,QN0902,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081012400","4409",6196.83741782000,2134135.60902999993,"84219","0","1",15164894.247381,14925.757219,198269.059
"126.01","4",Queens,"012601","4012601",,Richmond Hill,QN0902,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081012601","4409",5821.89174063000,1618300.19197999989,"75135","0","1",15164894.247381,14925.757219,148427.735
"126.02","4",Queens,"012602","4012602",,Richmond Hill,QN0902,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081012602","4409",5639.63908538000,1605869.87944999989,"78537","0","1",15164894.247381,14925.757219,149191.198
"128","4",Queens,"012800","4012800",,Richmond Hill,QN0902,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081012800","4409",5824.97185319000,1721777.16867000004,"96755","0","1",15164894.247381,14925.757219,159959.487
"132","4",Queens,"013200","4013200",,Richmond Hill,QN0902,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081013200","4409",6670.57423163000,2070923.96977999993,"76250","0","1",15164894.247381,14925.757219,192397.197
"134","4",Queens,"013400","4013400",,Kew Gardens,QN0901,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081013400","4409",6554.66834357000,2055584.02616999997,"79722","0","1",15164894.247381,14925.757219,65036.847
"140","4",Queens,"014000","4014000",,Kew Gardens,QN0901,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081014000","4409",7299.16988407000,2390486.95434000017,"109042","0","1",15164894.247381,14925.757219,222085.216
"142.01","4",Queens,"014201","4014201",,Richmond Hill,QN0902,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081014201","4409",6319.31939447000,2270918.85931999981,"58152","0","1",15164894.247381,14925.757219,210976.839
"142.02","4",Queens,"014202","4014202",,Richmond Hill,QN0902,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081014202","4409",12450.85061080000,6663000.26958999969,"63986","0","1",15164894.247381,14925.757219,478253.919
"143","4",Queens,"014300","4014300",,Astoria (East)-Woodside (North),QN0104,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081014300","4401",5416.75903840000,1469451.95595000009,"84543","0","1",15164894.247381,14925.757219,50063.316
"144","4",Queens,"014400","4014400",,Richmond Hill,QN0902,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081014400","4409",7851.25451411000,2370737.93663999997,"64464","0","1",15164894.247381,14925.757219,207858.816
