CTLabel,BoroCode,BoroName,CT2020,BoroCT2020,CDEligibil,NTAName,NTA2020,CDTA2020,CDTANAME,GEOID,PUMA,Shape_Leng,Shape_Area,B19013001,id,Station ID,area,perimeter,calculatedarea
"147","4",Queens,"014700","4014700",,Astoria (East)-Woodside (North),QN0104,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081014700","4401",6043.08822948000,1592386.54572999990,"76875","0","1",15164894.247381,14925.757219,83005.327
"149","4",Queens,"014900","4014900",,Astoria (East)-Woodside (North),QN0104,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081014900","4401",4285.46303095000,1147477.75151999993,"64635","0","1",15164894.247381,14925.757219,106605.433
"150","4",Queens,"015000","4015000",,South Richmond Hill,QN0903,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081015000","4409",7724.83863940000,1583628.11302999989,"112900","0","1",15164894.247381,14925.757219,8545.554
"151","4",Queens,"015100","4015100",,Astoria (East)-Woodside (North),QN0104,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081015100","4401",4809.67409776000,1435760.68489999999,"78468","0","1",15164894.247381,14925.757219,133388.099
"152","4",Queens,"015200","4015200",,South Richmond Hill,QN0903,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081015200","4409",6691.38910624000,2001448.59909999999,"80787","0","1",15164894.247381,14925.757219,22041.402
"153","4",Queens,"015300","4015300",,Astoria (East)-Woodside (North),QN0104,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081015300","4401",4615.60808974000,1309390.50649000006,"76979","0","1",15164894.247381,14925.757219,121647.773
"154","4",Queens,"015400","4015400",,South Richmond Hill,QN0903,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081015400","4409",7745.38740256000,1617854.35196000012,"89940","0","1",15164894.247381,14925.757219,31452.739
"156","4",Queens,"015600","4015600",,South Richmond Hill,QN0903,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081015600","4409",7347.45160593000,2253099.39694999997,"78750","0","1",15164894.247381,14925.757219,101261.800
"157","4",Queens,"015700","4015700",,Astoria (East)-Woodside (North),QN0104,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081015700","4401",7244.30487509000,1383061.46255000005,"68277","0","1",15164894.247381,14925.757219,128492.087
"158.02","4",Queens,"015802","4015802",,South Ozone Park,QN1001,QN10,QN10 South Ozone Park-Howard Beach (CD 10 Approximation),"36081015802","4410",7751.28504464000,2997105.48377999989,"103800","0","1",15164894.247381,14925.757219,217069.002
"161","4",Queens,"016100","4016100",,Astoria (East)-Woodside (North),QN0104,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081016100","4401",4505.24309785000,1157640.35838000011,"95096","0","1",15164894.247381,14925.757219,107549.541
"164","4",Queens,"016400","4016400",,South Ozone Park,QN1001,QN10,QN10 South Ozone Park-Howard Beach (CD 10 Approximation),"36081016400","4410",6846.23987885000,2129308.67205000017,"94632","0","1",15164894.247381,14925.757219,48564.681
"168","4",Queens,"016800","4016800",,South Ozone Park,QN1001,QN10,QN10 South Ozone Park-Howard Beach (CD 10 Approximation),"36081016800","4410",7492.31515848000,2276026.71662000008,"111771","0","1",15164894.247381,14925.757219,2164.920
"169","4",Queens,"016900","4016900",,Sunnyside,QN0202,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081016900","4402",7375.83673278000,2483619.45770000014,"74916","0","1",15164894.247381,14925.757219,221292.460
"179.01","4",Queens,"017901","4017901",,Sunnyside,QN0202,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081017901","4402",5032.63301583000,1037434.78757000004,"66379","0","1",15164894.247381,14925.757219,96381.890
"181.01","4",Queens,"018101","4018101",,Sunnyside,QN0202,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081018101","4402",5028.93838276000,1035687.63222000003,"81441","0","1",15164894.247381,14925.757219,96219.570
"181.02","4",Queens,"018102","4018102",,Sunnyside,QN0202,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081018102","4402",5031.31280484000,1038481.14532999997,"83995","0","1",15164894.247381,14925.757219,96479.098
"183","4",Queens,"018300","4018300",,Sunnyside,QN0202,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081018300","4402",7452.57204823000,2314483.75420999993,"84761","0","1",15164894.247381,14925.757219,212557.628
"185.01","4",Queens,"018501","4018501",,Sunnyside,QN0202,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081018501","4402",4479.67395018000,1060458.04178000009,"80728","0","1",15164894.247381,14925.757219,98520.804
"185.02","4",Queens,"018502","4018502",,Sunnyside,QN0202,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081018502","4402",4478.89677561000,1059000.89306999999,"111875","0","1",15164894.247381,14925.757219,98385.441
"187","4",Queens,"018700","4018700",,Sunnyside,QN0202,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081018700","4402",7759.42747880000,2598727.31209000014,"90817","0","1",15164894.247381,14925.757219,80662.170
"189","4",Queens,"018900","4018900",,Sunnyside,QN0202,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081018900","4402",6262.73211150000,2343199.54327999987,"81106","0","1",15164894.247381,14925.757219,207458.994
"199.01","4",Queens,"019901","4019901",,Sunnyside,QN0202,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081019901","4402",10432.07341820000,3440003.30496999994,"53958","0","1",15164894.247381,14925.757219,174545.974
"204","4",Queens,"020400","4020400",,Jamaica,QN1201,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),"36081020400","4412",8843.40193612000,3087462.93314999994,"61433","0","1",15164894.247381,14925.757219,146264.456
"206","4",Queens,"020600","4020600",,Jamaica,QN1201,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),"36081020600","4412",6136.50958695000,1593891.97497999994,"75114","0","1",15164894.247381,14925.757219,43038.700
"208","4",Queens,"020800","4020800",,Jamaica,QN1201,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),"36081020800","4412",11936.69919180000,5842045.05675000045,"70417","0","1",15164894.247381,14925.757219,528185.658
"212","4",Queens,"021200","4021200",,Jamaica,QN1201,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),"36081021200","4412",8424.19777105000,2579753.73933999985,"60250","0","1",15164894.247381,14925.757219,239668.751
"214","4",Queens,"021400","4021400",,Jamaica Hills-Briarwood,QN0805,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081021400","4408",8571.34463291000,4079387.03148999996,"64643","0","1",15164894.247381,14925.757219,378990.454
"216.02","4",Queens,"021602","4021602",,Kew Gardens,QN0901,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081021602","4409",7626.18039928000,1207645.68678000011,"69178","0","1",15164894.247381,14925.757219,112194.440
"220.02","4",Queens,"022002","4022002",,Jamaica Hills-Briarwood,QN0805,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081022002","4408",10813.45441640000,3309944.25631000008,"103207","0","1",15164894.247381,14925.757219,111356.734
"230","4",Queens,"023000","4023000",,Jamaica Hills-Briarwood,QN0805,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081023000","4408",6035.91087673000,1782960.06770000001,"108646","0","1",15164894.247381,14925.757219,79131.626
"232","4",Queens,"023200","4023200",,Jamaica Hills-Briarwood,QN0805,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081023200","4408",8955.44968520000,3557225.47618999984,"82600","0","1",15164894.247381,14925.757219,272177.355
"235.01","4",Queens,"023501","4023501",,Sunnyside,QN0202,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081023501","4402",6339.54030009000,1481337.99381999997,"57340","0","1",15164894.247381,14925.757219,98305.666
"235.02","4",Queens,"023502","4023502",,Sunnyside,QN0202,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081023502","4402",5437.14135195000,1265214.14715999993,"72000","0","1",15164894.247381,14925.757219,117543.488
"236","4",Queens,"023600","4023600",,Jamaica,QN1201,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),"36081023600","4412",5717.55581990000,1897473.67376999999,"68750","0","1",15164894.247381,14925.757219,176282.487
"238","4",Queens,"023800","4023800",,Jamaica,QN1201,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),"36081023800","4412",5362.84753801000,1686741.44133000006,"68024","0","1",15164894.247381,14925.757219,156704.635
"240","4",Queens,"024000","4024000",,Jamaica,QN1201,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),"36081024000","4412",8002.03035168000,2901926.00448000012,"63667","0","1",15164894.247381,14925.757219,269599.814
"251","4",Queens,"025100","4025100",,Woodside,QN0203,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081025100","4402",7406.43530060000,2646559.91147999978,"96032","0","1",15164894.247381,14925.757219,245876.126
"253.01","4",Queens,"025301","4025301",,Sunnyside,QN0202,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081025301","4402",4718.30352293000,1370376.21396000008,"65667","0","1",15164894.247381,14925.757219,127313.494
"253.02","4",Queens,"025302","4025302",,Sunnyside,QN0202,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081025302","4402",4354.91594022000,1131234.79816000001,"77188","0","1",15164894.247381,14925.757219,105096.286
"254.01","4",Queens,"025401","4025401",,South Jamaica,QN1202,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),"36081025401","4412",6545.77711062000,2727728.59965999983,"92121","0","1",15164894.247381,14925.757219,9102.842
"254.02","4",Queens,"025402","4025402",,South Jamaica,QN1202,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),"36081025402","4412",9740.31333411000,4070763.15583000006,"40068","0","1",15164894.247381,14925.757219,27565.671
"255","4",Queens,"025500","4025500",,Woodside,QN0203,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081025500","4402",7492.78594737000,2345871.57811000012,"92426","0","1",15164894.247381,14925.757219,217941.039
"257","4",Queens,"025700","4025700",,Woodside,QN0203,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081025700","4402",7917.29861648000,1621552.76775999996,"81806","0","1",15164894.247381,14925.757219,150648.864
"259","4",Queens,"025900","4025900",,Woodside,QN0203,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081025900","4402",6688.71680898000,2014820.56841000007,"71750","0","1",15164894.247381,14925.757219,187185.028
"267","4",Queens,"026700","4026700",,Elmhurst,QN0401,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081026700","4404",6365.40691983000,2256191.11672999989,"50316","0","1",15164894.247381,14925.757219,209609.292
"269.01","4",Queens,"026901","4026901",,Elmhurst,QN0401,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081026901","4404",5493.25299194000,1230343.79658999993,"61488","0","1",15164894.247381,14925.757219,114303.933
"269.02","4",Queens,"026902","4026902",,Elmhurst,QN0401,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081026902","4404",3699.99242626000,844998.01391300000,"55298","0","1",15164894.247381,14925.757219,78503.734
"271.01","4",Queens,"027101","4027101",,Elmhurst,QN0401,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081027101","4404",4342.27583234000,967871.94160200004,"58906","0","1",15164894.247381,14925.757219,89919.216
"271.02","4",Queens,"027102","4027102",,Elmhurst,QN0401,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081027102","4404",3113.51212312000,528308.62044900004,"71031","0","1",15164894.247381,14925.757219,49082.016
"273.01","4",Queens,"027301","4027301",,Jackson Heights,QN0301,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081027301","4403",5448.77142945000,1061782.62223000010,"63110","0","1",15164894.247381,14925.757219,98643.936
"273.02","4",Queens,"027302","4027302",,Jackson Heights,QN0301,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081027302","4403",5646.96125576000,1254853.34904000000,"52404","0","1",15164894.247381,14925.757219,92097.246
"275","4",Queens,"027500","4027500",,Jackson Heights,QN0301,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081027500","4403",7384.59516448000,1911640.09939000010,"54986","0","1",15164894.247381,14925.757219,155090.084
"277.01","4",Queens,"027701","4027701",,Jackson Heights,QN0301,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081027701","4403",4094.79689003000,793890.55975899997,"61257","0","1",15164894.247381,14925.757219,73755.671
"277.02","4",Queens,"027702","4027702",,Jackson Heights,QN0301,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081027702","4403",4335.96786239000,1082232.83939999994,"75702","0","1",15164894.247381,14925.757219,75077.893
"279","4",Queens,"027900","4027900",,Jackson Heights,QN0301,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081027900","4403",7392.18222643000,1913241.98974999995,"81165","0","1",15164894.247381,14925.757219,134726.582
"281","4",Queens,"028100","4028100",,Jackson Heights,QN0301,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081028100","4403",7391.19930172000,1877449.65647000005,"71832","0","1",15164894.247381,14925.757219,123449.322
"283","4",Queens,"028300","4028300",,Jackson Heights,QN0301,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081028300","4403",7388.43638066000,1913172.77775999997,"76747","0","1",15164894.247381,14925.757219,162378.293
"285","4",Queens,"028500","4028500",,Jackson Heights,QN0301,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081028500","4403",7390.11435232000,1701419.41686000000,"101250","0","1",15164894.247381,14925.757219,114523.266
"287","4",Queens,"028700","4028700",,Jackson Heights,QN0301,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081028700","4403",7939.87237985000,2104677.73699000012,"74543","0","1",15164894.247381,14925.757219,134497.768
"289","4",Queens,"028900","4028900",,Jackson Heights,QN0301,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081028900","4403",7304.22002246000,1859020.47818999994,"75547","0","1",15164894.247381,14925.757219,146494.356
"375.01","4",Queens,"037501","4037501",,Corona,QN0402,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081037501","4404",4019.52050489000,571221.06724300003,"56458","0","1",15164894.247381,14925.757219,53068.756
"375.02","4",Queens,"037502","4037502",,North Corona,QN0303,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081037502","4403",6912.02001980000,1077902.41103000008,"68725","0","1",15164894.247381,14925.757219,80592.650
"377","4",Queens,"037700","4037700",,North Corona,QN0303,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081037700","4403",5048.00394498000,1580389.31438999996,"88286","0","1",15164894.247381,14925.757219,58687.988
"379","4",Queens,"037900","4037900",,North Corona,QN0303,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081037900","4403",6143.37412547000,2120846.49530000007,"77904","0","1",15164894.247381,14925.757219,141064.461
"399.01","4",Queens,"039901","4039901",,Corona,QN0402,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081039901","4404",4258.29430047000,1135029.44674999989,"111563","0","1",15164894.247381,14925.757219,105448.868
"399.02","4",Queens,"039902","4039902",,North Corona,QN0303,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081039902","4403",3369.44382569000,681525.40074700001,"57784","0","1",15164894.247381,14925.757219,63316.502
"401.01","4",Queens,"040101","4040101",,Corona,QN0402,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081040101","4404",3882.03994194000,931363.87539299997,"58512","0","1",15164894.247381,14925.757219,86527.500
"403.01","4",Queens,"040301","4040301",,Corona,QN0402,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081040301","4404",3942.43302474000,940100.87156999996,"34457","0","1",15164894.247381,14925.757219,87339.198
"403.02","4",Queens,"040302","4040302",,North Corona,QN0303,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081040302","4403",4411.77950108000,1197294.40284999995,"75385","0","1",15164894.247381,14925.757219,111233.545
"405.01","4",Queens,"040501","4040501",,Corona,QN0402,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081040501","4404",3671.52920776000,769154.14346199995,"95159","0","1",15164894.247381,14925.757219,71457.549
"405.02","4",Queens,"040502","4040502",,North Corona,QN0303,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081040502","4403",3785.13126340000,624443.97534100001,"88893","0","1",15164894.247381,14925.757219,58013.397
"407.01","4",Queens,"040701","4040701",,Corona,QN0402,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081040701","4404",4203.60920598000,758360.63549100002,"79558","0","1",15164894.247381,14925.757219,70454.786
"407.02","4",Queens,"040702","4040702",,North Corona,QN0303,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081040702","4403",5865.85911220000,1389413.92969999998,"93182","0","1",15164894.247381,14925.757219,129082.231
"409.01","4",Queens,"040901","4040901",,Corona,QN0402,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081040901","4404",4565.38654050000,762702.10123300005,"98750","0","1",15164894.247381,14925.757219,70858.124
"409.02","4",Queens,"040902","4040902",,North Corona,QN0303,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081040902","4403",4496.41279820000,878530.48602900002,"70104","0","1",15164894.247381,14925.757219,81619.071
"411","4",Queens,"041100","4041100",,Corona,QN0402,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081041100","4404",5258.32753701000,1481730.53816000000,"64568","0","1",15164894.247381,14925.757219,116150.601
"413","4",Queens,"041300","4041300",,Corona,QN0402,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081041300","4404",5605.05191964000,1709061.34181999997,"71932","0","1",15164894.247381,14925.757219,143617.638
"415","4",Queens,"041500","4041500",,Corona,QN0402,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081041500","4404",5633.03387384000,1866262.23851000005,"65112","0","1",15164894.247381,14925.757219,155644.224
