CTLabel,BoroCode,BoroName,CT2020,BoroCT2020,CDEligibil,NTAName,NTA2020,CDTA2020,CDTANAME,GEOID,PUMA,Shape_Leng,Shape_Area,DepArea,NormalArea,GEO_ID_x,S1701_C01_001E,S1701_C01_013E,S1701_C01_014E,S1701_C01_015E,S1701_C01_016E,S1701_C01_017E,S1701_C01_018E,S1701_C01_019E,S1701_C01_020E,S1701_C01_021E,S1701_C01_022E,S1701_C01_023E,S1701_C01_024E,S1701_C01_025E,S1701_C01_026E,S1701_C01_038E,S1701_C01_039E,S1701_C01_040E,S1701_C01_041E,S1701_C01_042E,S1701_C01_043E,S1701_C01_044E,S1701_C01_045E,S1701_C02_001E,S1701_C02_013E,S1701_C02_014E,S1701_C02_015E,S1701_C02_016E,S1701_C02_017E,S1701_C02_018E,S1701_C02_019E,S1701_C02_020E,S1701_C02_021E,S1701_C02_022E,S1701_C02_023E,S1701_C02_024E,S1701_C02_025E,S1701_C02_026E,S1701_C02_038E,S1701_C02_039E,S1701_C02_040E,S1701_C02_041E,S1701_C02_042E,S1701_C02_043E,S1701_C02_044E,S1701_C02_045E,GEO_ID_y,S1901_C01_001E,S1901_C01_002E,S1901_C01_003E,S1901_C01_004E,S1901_C01_005E,S1901_C01_006E,S1901_C01_007E,S1901_C01_008E,S1901_C01_009E,S1901_C01_010E,S1901_C01_011E,S1901_C01_012E,S1901_C01_013E,GEO_ID,S1810_C01_001E,S1810_C01_004E,S1810_C01_005E,S1810_C01_006E,S1810_C01_007E,S1810_C01_008E,S1810_C01_009E,S1810_C01_010E,S1810_C01_011E,S1810_C01_012E,S1810_C01_013E,S1810_C01_014E,S1810_C01_015E,S1810_C01_016E,S1810_C01_017E,S1810_C01_018E,S1810_C01_019E,S1810_C01_029E,S1810_C01_039E,S1810_C01_047E,S1810_C01_048E,S1810_C01_049E,S1810_C01_050E,S1810_C01_051E,S1810_C01_052E,S1810_C01_053E,S1810_C01_054E,S1810_C01_055E,S1810_C01_063E,S1810_C02_001E,S1810_C02_004E,S1810_C02_005E,S1810_C02_006E,S1810_C02_007E,S1810_C02_008E,S1810_C02_009E,S1810_C02_010E,S1810_C02_011E,S1810_C02_012E,S1810_C02_019E,S1810_C02_029E,S1810_C02_039E,S1810_C02_047E,S1810_C02_048E,S1810_C02_049E,S1810_C02_050E,S1810_C02_051E,S1810_C02_052E,S1810_C02_053E,S1810_C02_054E,S1810_C02_055E,S1810_C02_063E,DepRatio,NormalRatio,dep_S1810_C01_001E,nor_S1810_C01_001E,dep_S1810_C02_001E,nor_S1810_C02_001E,dep_S1810_C02_047E,nor_S1810_C02_047E,dep_S1810_C02_004E,nor_S1810_C02_004E,dep_S1810_C02_005E,nor_S1810_C02_005E,dep_S1810_C02_006E,nor_S1810_C02_006E,dep_S1810_C02_007E,nor_S1810_C02_007E,dep_S1810_C02_008E,nor_S1810_C02_008E,dep_S1810_C02_009E,nor_S1810_C02_009E,dep_S1810_C02_010E,nor_S1810_C02_010E,dep_S1810_C02_011E,nor_S1810_C02_011E,dep_S1810_C02_012E,nor_S1810_C02_012E,dep_S1701_C01_001E,nor_S1701_C01_001E,dep_S1701_C02_001E,nor_S1701_C02_001E,dep_S1701_C02_013E,nor_S1701_C02_013E,dep_S1701_C02_014E,nor_S1701_C02_014E,dep_S1701_C02_015E,nor_S1701_C02_015E,dep_S1701_C02_016E,nor_S1701_C02_016E,dep_S1701_C02_017E,nor_S1701_C02_017E,dep_S1701_C02_018E,nor_S1701_C02_018E,dep_S1701_C02_019E,nor_S1701_C02_019E,dep_S1701_C02_020E,nor_S1701_C02_020E,dep_S1701_C02_021E,nor_S1701_C02_021E,dep_S1901_C01_001E,nor_S1901_C01_001E,dep_S1901_C01_002E,nor_S1901_C01_002E,dep_S1901_C01_003E,nor_S1901_C01_003E,dep_S1901_C01_004E,nor_S1901_C01_004E,dep_S1901_C01_005E,nor_S1901_C01_005E,dep_S1901_C01_006E,nor_S1901_C01_006E,dep_S1901_C01_007E,nor_S1901_C01_007E,dep_S1901_C01_008E,nor_S1901_C01_008E,dep_S1901_C01_009E,nor_S1901_C01_009E,dep_S1901_C01_010E,nor_S1901_C01_010E,dep_S1901_C01_011E,nor_S1901_C01_011E,dep_S1901_C01_013E,nor_S1901_C01_013E
1142.01,3.0,Brooklyn,114201.0,3114201.0,,Cypress Hills,BK0501,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),36047114201,4305.0,10598.7724714,3224257.51093,2960055.129,2960055.129,1400000US36047114201,1514,373,646,0,62,0,276,157,803,58,1060,145,328,360,227,87,126,126,439,465,737,1024,1132,104,21,4,0,62,0,17,0,30,8,93,44,39,8,2,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36047114201,633,7.0,0.2,28.1,6.8,10.3,13.6,8.2,12.6,3.2,10.1,41657,78606,1400000US36047114201,1507,373,646,0,62,0,269,157,58,796,53,218,253,654,226,103,,,,,218,907,253,654,329,226,103,,,130,21,43,0,34,0,16,16,6,57,16,30,25,76,0,48,0,48,28,10,18,17,82,0.9180579153388423,0.9180579153388423,1383.5132784156353,1383.5132784156353,119.3475289940495,119.3475289940495,69.77240156575202,69.77240156575202,19.27921622211569,19.27921622211569,39.47649035957022,39.47649035957022,0.0,0.0,31.213969121520638,31.213969121520638,0.0,0.0,14.688926645421477,14.688926645421477,14.688926645421477,14.688926645421477,5.508347492033054,5.508347492033054,52.32930117431401,52.32930117431401,1389.9396838230073,1389.9396838230073,95.4780231952396,95.4780231952396,19.27921622211569,19.27921622211569,3.672231661355369,3.672231661355369,0.0,0.0,56.91959075100822,56.91959075100822,0.0,0.0,15.606984560760319,15.606984560760319,0.0,0.0,27.54173746016527,27.54173746016527,7.344463322710738,7.344463322710738,581.1306604094872,581.1306604094872,6.426405407371896,6.426405407371896,0.18361158306776848,0.18361158306776848,25.79742742102147,25.79742742102147,6.242793824304127,6.242793824304127,9.455996527990076,9.455996527990076,12.485587648608254,12.485587648608254,7.528074905778506,7.528074905778506,11.567529733269412,11.567529733269412,2.9377853290842957,2.9377853290842957,9.272384944922306,9.272384944922306,72164.86049312503,72164.86049312503
1142.02,3.0,Brooklyn,114202.0,3114202.0,,Cypress Hills,BK0501,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),36047114202,4305.0,5260.69776682,1286732.41972,1167692.473,1167692.473,1400000US36047114202,2772,372,979,60,0,1,1141,219,1920,125,1631,258,603,516,254,529,888,925,1247,1267,1702,2012,2101,823,147,128,0,0,1,476,71,790,6,348,116,117,75,40,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36047114202,954,11.7,10.9,1.2,9.0,7.7,19.5,13.7,15.6,3.6,7.1,62241,72517,1400000US36047114202,2750,372,957,60,0,1,1141,219,125,1898,301,615,429,1032,227,146,,,,,615,1461,429,1032,373,227,146,,,343,34,65,0,0,0,136,108,1,281,33,10,93,267,0,77,0,77,190,102,88,144,186,0.9074866344426888,0.9074866344426888,2495.5882447173944,2495.5882447173944,311.26791561384226,311.26791561384226,242.29893139619793,242.29893139619793,30.85454557105142,30.85454557105142,58.98663123877478,58.98663123877478,0.0,0.0,0.0,0.0,0.0,0.0,123.41818228420568,123.41818228420568,98.0085565198104,98.0085565198104,0.9074866344426888,0.9074866344426888,255.00374427839557,255.00374427839557,2515.5529506751336,2515.5529506751336,746.8615001463329,746.8615001463329,133.40053526307526,133.40053526307526,116.15828920866417,116.15828920866417,0.0,0.0,0.0,0.0,0.9074866344426888,0.9074866344426888,431.9636379947199,431.9636379947199,64.43155104543091,64.43155104543091,716.9144412097241,716.9144412097241,5.444919806656133,5.444919806656133,865.7422492583252,865.7422492583252,10.61759362297946,10.61759362297946,9.891604315425308,9.891604315425308,1.0889839613312267,1.0889839613312267,8.1673797099842,8.1673797099842,6.987647085208704,6.987647085208704,17.695989371632432,17.695989371632432,12.432566891864836,12.432566891864836,14.156791497305946,14.156791497305946,3.2669518839936798,3.2669518839936798,6.443155104543091,6.443155104543091,65808.20826988047,65808.20826988047
1144.0,3.0,Brooklyn,114400.0,3114400.0,,East New York (North),BK0502,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),36047114400,4305.0,9939.33185635,4617590.28821,4394612.432,4617590.288,1400000US36047114400,2841,483,1785,0,47,0,430,96,1043,54,1994,337,764,509,384,421,1211,1244,1382,1421,1675,2138,2228,1167,151,887,0,47,0,53,29,269,54,649,90,422,110,27,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36047114400,826,3.8,4.1,3.1,9.1,7.7,17.3,23.8,18.8,4.7,7.5,77957,89064,1400000US36047114400,2841,483,1785,0,47,0,430,96,54,1043,131,350,919,1085,274,82,,,,,350,2004,919,1085,356,274,82,,,333,9,252,0,8,0,55,9,0,64,36,52,127,184,0,99,30,69,85,71,14,84,67,0.9517112081642832,0.9999999999545217,2703.811542394729,2840.9999998707963,316.9198323187063,332.9999999848557,175.11486230222812,183.999999991632,8.565400873478549,8.999999999590695,239.83122445739937,251.99999998853946,0.0,0.0,7.613689665314266,7.999999999636174,0.0,0.0,52.344116449035575,54.99999999749869,8.565400873478549,8.999999999590695,0.0,0.0,60.90951732251413,63.99999999708939,2703.811542394729,2840.9999998707963,1110.6469799277186,1166.999999946927,143.70839243280676,150.99999999313277,844.1678416417192,886.9999999596607,0.0,0.0,44.73042678372131,46.99999999786252,0.0,0.0,50.440694032707015,52.999999997589654,27.599625036764213,28.99999999868113,256.01031499619216,268.99999998776633,51.39240524087129,53.99999999754417,786.113457943698,825.9999999624349,3.6165025910242763,3.7999999998271825,3.902015953473561,4.099999999813539,2.950304745309278,3.0999999998590173,8.660571994294978,9.099999999586148,7.328176302864981,7.699999999649817,16.4646039012421,17.299999999213227,22.650726754309943,23.799999998917617,17.892170713488525,18.799999999145008,4.473042678372131,4.699999999786252,7.137834061232124,7.499999999658913,84763.20704394372,89063.99999594952
1146.0,3.0,Brooklyn,114600.0,3114600.0,,Cypress Hills,BK0501,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),36047114600,4305.0,5920.55761185,1725972.86084,1725972.861,1725972.861,1400000US36047114600,3000,607,550,0,139,0,640,1064,2199,69,1883,313,599,640,331,252,515,552,792,988,1333,1543,1905,459,98,57,0,24,0,193,87,352,6,280,92,92,80,16,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36047114600,826,13.9,2.8,2.9,11.6,8.4,7.3,13.6,12.6,9.7,17.3,83476,141998,1400000US36047114600,3000,607,550,0,139,0,640,1064,69,2199,294,573,753,1024,274,82,,,,,573,1777,753,1024,356,274,82,,,287,27,60,0,66,0,73,61,0,184,71,51,116,166,0,68,18,50,98,98,0,105,117,1.0000000000927014,1.0000000000927014,3000.0000002781044,3000.0000002781044,287.0000000266053,287.0000000266053,166.00000001538842,166.00000001538842,27.000000002502937,27.000000002502937,60.000000005562086,60.000000005562086,0.0,0.0,66.0000000061183,66.0000000061183,0.0,0.0,73.00000000676721,73.00000000676721,61.00000000565478,61.00000000565478,0.0,0.0,184.00000001705706,184.00000001705706,3000.0000002781044,3000.0000002781044,459.00000004254997,459.00000004254997,98.00000000908474,98.00000000908474,57.00000000528398,57.00000000528398,0.0,0.0,24.000000002224834,24.000000002224834,0.0,0.0,193.00000001789138,193.00000001789138,87.00000000806502,87.00000000806502,352.0000000326309,352.0000000326309,6.000000000556208,6.000000000556208,826.0000000765714,826.0000000765714,13.90000000128855,13.90000000128855,2.8000000002595637,2.8000000002595637,2.9000000002688338,2.9000000002688338,11.600000001075335,11.600000001075335,8.400000000778693,8.400000000778693,7.30000000067672,7.30000000067672,13.600000001260739,13.600000001260739,12.600000001168038,12.600000001168038,9.700000000899204,9.700000000899204,17.300000001603735,17.300000001603735,141998.0000131634,141998.0000131634
1150.0,3.0,Brooklyn,115000.0,3115000.0,,East New York (North),BK0502,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),36047115000,4305.0,5234.74501129,1703334.40133,1703334.401,1703334.401,1400000US36047115000,2816,283,1727,19,51,0,667,69,1085,38,1729,479,404,475,371,264,441,646,1271,1294,1661,2148,2336,382,46,249,0,1,0,66,20,129,4,237,37,118,38,44,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36047115000,892,11.8,5.4,2.7,10.4,2.7,20.0,18.6,11.9,13.6,3.0,71429,78555,1400000US36047115000,2816,283,1727,19,51,0,667,69,38,1085,249,551,697,1082,145,92,,,,,551,1779,697,1082,237,145,92,,,126,4,88,0,18,0,16,0,4,16,0,17,49,87,0,60,0,60,27,0,27,45,91,0.9999999998062624,0.9999999998062624,2815.999999454435,2815.999999454435,125.99999997558906,125.99999997558906,86.99999998314483,86.99999998314483,3.9999999992250497,3.9999999992250497,87.9999999829511,87.9999999829511,0.0,0.0,17.999999996512724,17.999999996512724,0.0,0.0,15.999999996900199,15.999999996900199,0.0,0.0,3.9999999992250497,3.9999999992250497,15.999999996900199,15.999999996900199,2815.999999454435,2815.999999454435,381.99999992599226,381.99999992599226,45.999999991088075,45.999999991088075,248.99999995175935,248.99999995175935,0.0,0.0,0.9999999998062624,0.9999999998062624,0.0,0.0,65.99999998721331,65.99999998721331,19.999999996125247,19.999999996125247,128.99999997500785,128.99999997500785,3.9999999992250497,3.9999999992250497,891.9999998271861,891.9999998271861,11.799999997713897,11.799999997713897,5.399999998953818,5.399999998953818,2.699999999476909,2.699999999476909,10.39999999798513,10.39999999798513,2.699999999476909,2.699999999476909,19.999999996125247,19.999999996125247,18.599999996396484,18.599999996396484,11.899999997694524,11.899999997694524,13.599999997365169,13.599999997365169,2.999999999418787,2.999999999418787,78554.99998478094,78554.99998478094
1152.0,3.0,Brooklyn,115200.0,3115200.0,,East New York (North),BK0502,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),36047115200,4305.0,5358.55974561,1788251.78144,1788251.781,1788251.781,1400000US36047115200,3229,522,1524,0,9,0,693,481,1008,243,2002,552,558,525,367,311,554,840,939,974,1885,2373,2941,458,146,141,0,0,0,160,11,259,0,346,71,113,70,92,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36047115200,1091,11.4,9.7,9.2,7.9,5.7,27.6,5.4,13.0,3.8,6.3,53135,67859,1400000US36047115200,3229,522,1524,0,9,0,693,481,243,1008,306,743,620,1087,95,378,,,,,743,1707,620,1087,473,95,378,,,545,47,229,0,0,0,257,12,0,304,112,143,228,279,0,0,0,0,279,0,279,237,237,0.9999999997539496,0.9999999997539496,3228.999999205503,3228.999999205503,544.9999998659025,544.9999998659025,278.99999993135197,278.99999993135197,46.99999998843563,46.99999998843563,228.99999994365444,228.99999994365444,0.0,0.0,0.0,0.0,0.0,0.0,256.99999993676505,256.99999993676505,11.999999997047395,11.999999997047395,0.0,0.0,303.99999992520065,303.99999992520065,3228.999999205503,3228.999999205503,457.9999998873089,457.9999998873089,145.99999996407664,145.99999996407664,140.9999999653069,140.9999999653069,0.0,0.0,0.0,0.0,0.0,0.0,159.99999996063192,159.99999996063192,10.999999997293445,10.999999997293445,258.99999993627296,258.99999993627296,0.0,0.0,1090.999999731559,1090.999999731559,11.399999997195026,11.399999997195026,9.699999997613311,9.699999997613311,9.199999997736336,9.199999997736336,7.899999998056202,7.899999998056202,5.699999998597513,5.699999998597513,27.59999999320901,27.59999999320901,5.399999998671328,5.399999998671328,12.999999996801344,12.999999996801344,3.799999999065008,3.799999999065008,6.2999999984498825,6.2999999984498825,67858.99998330326,67858.99998330326
1156.0,3.0,Brooklyn,115600.0,3115600.0,,East New York (North),BK0502,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),36047115600,4305.0,5354.67820983,1720940.15711,954587.421,1720940.157,1400000US36047115600,4195,169,3424,0,0,0,321,281,1065,1,2592,614,1173,682,123,617,1695,1948,2043,2357,3678,3776,3962,1465,74,1112,0,0,0,164,115,562,0,852,319,421,54,58,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36047115600,1791,18.4,9.0,19.7,10.2,10.9,22.2,2.0,4.7,2.9,0.0,28585,37237,1400000US36047115600,4246,169,3424,0,0,0,321,332,1,1116,384,803,1120,1433,346,160,,,,,803,2553,1120,1433,506,346,160,,,627,87,393,0,0,0,59,88,1,302,94,210,199,427,25,243,38,205,159,63,96,286,175,0.5546894917037979,0.9999999999360814,2355.2115817743256,4245.999999728601,347.79031129828127,626.999999959923,236.8524129575217,426.99999997270675,48.25798577823041,86.99999999443908,217.99297023959258,392.99999997488,0.0,0.0,0.0,0.0,0.0,0.0,32.72668001052408,58.9999999962288,48.81267526993422,87.99999999437516,0.5546894917037979,0.9999999999360814,167.51622649454697,301.99999998069654,2326.922417697432,4194.999999731861,812.620105346064,1464.999999906359,41.047022386081046,73.99999999527002,616.8147147746232,1111.9999999289225,0.0,0.0,0.0,0.0,0.0,0.0,90.96907663942285,163.99999998951733,63.789291545936756,114.99999999264935,311.7354943375344,561.9999999640777,0.0,0.0,993.448879641502,1790.9999998855217,10.20628664734988,18.399999998823894,4.9922054253341805,8.999999999424732,10.927382986564819,19.6999999987408,5.657832815378738,10.199999999348028,6.046115459571397,10.899999999303287,12.314106715824312,22.199999998581006,1.1093789834075958,1.9999999998721627,2.60704061100785,4.699999999699583,1.6085995259410137,2.8999999998146357,0.0,0.0,20654.972602574322,37236.99999761986
1158.0,3.0,Brooklyn,115800.0,3115800.0,,East New York (North),BK0502,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),36047115800,4305.0,5290.73335857,1668175.87673,1652367.713,1668175.877,1400000US36047115800,2644,160,1663,0,40,0,442,339,630,24,1749,471,660,384,234,290,607,828,910,981,1496,1889,2332,519,57,311,0,40,0,100,11,157,0,294,135,75,43,41,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36047115800,867,9.1,3.8,15.5,9.2,7.6,15.6,5.5,27.0,3.5,3.2,62538,71852,1400000US36047115800,2644,160,1663,0,40,0,442,339,24,630,298,347,637,924,250,188,,,,,347,1561,637,924,438,250,188,,,511,36,221,0,17,0,186,51,0,274,65,179,115,284,0,150,0,150,134,50,84,116,227,0.9905236828139563,1.0000000001618536,2618.9446173601004,2644.000000427941,506.1576019179317,511.00000008270723,281.3087259191636,284.00000004596643,35.658852581302426,36.000000005826735,218.90573390188433,221.00000003576966,0.0,0.0,16.83890260783726,17.000000002751513,0.0,0.0,184.23740500339588,186.0000000301048,50.51670782351177,51.00000000825454,0.0,0.0,271.403489091024,274.00000004434787,2618.9446173601004,2644.000000427941,514.0817913804433,519.0000000840021,56.45984992039551,57.00000000922566,308.0528653551404,311.0000000503365,0.0,0.0,39.62094731255825,40.000000006474146,0.0,0.0,99.05236828139563,100.00000001618537,10.895760510953519,11.00000000178039,155.51221820179114,157.00000002541103,0.0,0.0,858.7840329997001,867.0000001403271,9.013765513607002,9.100000001472868,3.7639899946930337,3.800000000615044,15.353117083616322,15.500000002508731,9.112817881888397,9.200000001489054,7.5279799893860675,7.600000001230088,15.452169451897719,15.600000002524917,5.447880255476759,5.500000000890195,26.74413943597682,27.000000004370047,3.466832889848847,3.5000000005664877,3.16967578500466,3.2000000005179317,71171.10765754839,71852.00001162951
1160.0,3.0,Brooklyn,116000.0,3116000.0,,East New York (North),BK0502,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),36047116000,4305.0,5240.89789442,1629832.62621,1629832.626,1629832.626,1400000US36047116000,2732,411,1964,0,0,0,234,123,837,74,1749,459,681,350,259,147,684,884,1222,1222,1981,2288,2326,551,64,270,0,0,0,182,35,242,53,427,188,142,74,23,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36047116000,938,2.5,12.9,5.1,16.3,4.9,25.1,16.1,8.0,7.4,1.8,57462,67881,1400000US36047116000,2759,438,1964,0,0,0,234,123,101,837,274,481,679,1051,216,58,,,,,481,1730,679,1051,274,216,58,,,442,125,206,0,0,0,85,26,14,238,50,161,233,110,0,58,4,54,52,41,11,39,110,0.9999999998711524,0.9999999998711524,2758.9999996445094,2758.9999996445094,441.9999999430494,441.9999999430494,109.99999998582676,109.99999998582676,124.99999998389406,124.99999998389406,205.9999999734574,205.9999999734574,0.0,0.0,0.0,0.0,0.0,0.0,84.99999998904795,84.99999998904795,25.99999999664996,25.99999999664996,13.999999998196134,13.999999998196134,237.99999996933428,237.99999996933428,2731.9999996479883,2731.9999996479883,550.999999929005,550.999999929005,63.999999991753754,63.999999991753754,269.99999996521115,269.99999996521115,0.0,0.0,0.0,0.0,0.0,0.0,181.99999997654973,181.99999997654973,34.999999995490334,34.999999995490334,241.99999996881888,241.99999996881888,52.99999999317108,52.99999999317108,937.999999879141,937.999999879141,2.499999999677881,2.499999999677881,12.899999998337867,12.899999998337867,5.099999999342877,5.099999999342877,16.299999997899786,16.299999997899786,4.899999999368647,4.899999999368647,25.099999996765927,25.099999996765927,16.099999997925554,16.099999997925554,7.999999998969219,7.999999998969219,7.399999999046528,7.399999999046528,1.7999999997680745,1.7999999997680745,67880.9999912537,67880.9999912537
1162.0,3.0,Brooklyn,116200.0,3116200.0,,East New York (North),BK0502,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),36047116200,4305.0,5134.95648351,1543810.12454,1543810.125,1543810.125,1400000US36047116200,2635,28,1936,15,111,0,404,141,435,0,1890,386,706,381,417,248,613,638,654,756,1117,1690,1925,591,0,333,0,0,0,166,92,117,0,350,171,116,24,39,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36047116200,910,10.4,1.2,13.0,3.0,9.3,29.1,5.6,13.2,8.9,6.3,59412,82527,1400000US36047116200,2635,28,1936,15,111,0,404,141,0,435,271,357,855,747,255,150,,,,,357,1602,855,747,405,255,150,,,247,0,131,0,21,0,36,59,0,76,52,85,129,141,0,51,0,51,90,53,37,82,126,1.000000000297964,1.000000000297964,2635.0000007851354,2635.0000007851354,247.00000007359714,247.00000007359714,141.00000004201294,141.00000004201294,0.0,0.0,131.0000000390333,131.0000000390333,0.0,0.0,21.000000006257245,21.000000006257245,0.0,0.0,36.00000001072671,36.00000001072671,59.00000001757988,59.00000001757988,0.0,0.0,76.00000002264527,76.00000002264527,2635.0000007851354,2635.0000007851354,591.0000001760968,591.0000001760968,0.0,0.0,333.00000009922206,333.00000009922206,0.0,0.0,0.0,0.0,0.0,0.0,166.00000004946205,166.00000004946205,92.0000000274127,92.0000000274127,117.0000000348618,117.0000000348618,0.0,0.0,910.0000002711473,910.0000002711473,10.400000003098826,10.400000003098826,1.2000000003575568,1.2000000003575568,13.000000003873533,13.000000003873533,3.000000000893892,3.000000000893892,9.300000002771068,9.300000002771068,29.100000008670758,29.100000008670758,5.600000001668598,5.600000001668598,13.200000003933125,13.200000003933125,8.90000000265188,8.90000000265188,6.300000001877174,6.300000001877174,82527.00002459009,82527.00002459009
1164.0,3.0,Brooklyn,116400.0,3116400.0,,East New York (North),BK0502,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),36047116400,4305.0,5646.04773673,1954432.43679,1950257.393,1954432.437,1400000US36047116400,3636,552,2390,0,136,0,346,212,1038,91,2266,191,1062,476,537,381,636,717,1154,1211,1621,2428,2826,560,29,274,0,130,0,0,127,14,29,254,34,152,59,9,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36047116400,1197,5.1,7.1,5.2,2.3,4.7,37.0,5.4,26.3,1.6,5.3,66557,80600,1400000US36047116400,3685,552,2411,0,136,0,374,212,91,1066,364,731,892,1212,314,172,,,,,731,2104,892,1212,486,314,172,,,264,29,123,0,0,0,16,96,29,70,14,90,76,139,26,45,0,45,68,38,30,71,79,0.9978638075630503,1.000000000107448,3677.1281308698403,3685.0000003959462,263.4360451966453,264.0000000283663,138.703069251264,139.00000001493527,28.93805041932846,29.000000003115993,122.73724833025518,123.00000001321611,0.0,0.0,0.0,0.0,0.0,0.0,15.965820921008804,16.00000000171917,95.79492552605282,96.000000010315,28.93805041932846,29.000000003115993,69.85046652941352,70.00000000752136,3628.232804299251,3636.000000390681,558.8037322353082,560.0000000601709,28.93805041932846,29.000000003115993,273.4146832722758,274.00000002944074,0.0,0.0,129.72229498319655,130.00000001396825,0.0,0.0,0.0,0.0,126.72870356050738,127.0000000136459,13.970093305882704,14.000000001504272,28.93805041932846,29.000000003115993,1194.4429776529712,1197.0000001286153,5.089105418571556,5.100000000547984,7.084833033697657,7.100000000762881,5.188891799327862,5.20000000055873,2.2950867573950156,2.30000000024713,4.689959895546337,4.700000000505006,36.92096087983286,37.00000000397558,5.388464560840472,5.40000000058022,26.24381813890822,26.300000002825886,1.5965820921008804,1.600000000171917,5.288678180084166,5.300000000569474,80427.82288958185,80600.00000866031
1166.0,3.0,Brooklyn,116600.0,3116600.0,,East New York (North),BK0502,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),36047116600,4305.0,5251.65715581,1715753.16069,1371539.861,1715753.161,1400000US36047116600,3038,249,1300,0,282,0,985,222,1154,54,2104,643,988,341,132,162,1103,1174,1433,1442,1852,2066,2308,529,13,370,0,45,0,56,45,103,0,396,114,196,29,57,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36047116600,1099,7.5,14.4,5.3,3.9,18.4,10.7,8.4,15.7,10.9,4.9,50625,77661,1400000US36047116600,3053,249,1315,0,282,0,985,222,54,1154,95,636,657,1351,170,144,,,,,636,2008,657,1351,314,170,144,,,236,11,93,0,9,0,90,33,0,134,32,111,32,113,0,49,0,49,64,41,23,23,30,0.7993806407726082,1.0000000001806786,2440.5090962787726,3053.0000005516117,188.65383122233553,236.00000004264015,90.33001240730472,113.00000002041668,8.79318704849869,11.000000001987464,74.34239959185255,93.00000001680311,0.0,0.0,7.194425766953474,9.000000001626107,0.0,0.0,71.94425766953474,90.00000001626107,26.37956114549607,33.00000000596239,0.0,0.0,107.1170058635295,134.00000002421092,2428.5183866671837,3038.0000005489014,422.8723589687097,529.000000095579,10.391948330043906,13.000000002348822,295.770837085865,370.0000000668511,0.0,0.0,35.97212883476737,45.000000008130534,0.0,0.0,44.765315883266055,56.000000010118,35.97212883476737,45.000000008130534,82.33620599957864,103.0000000186099,0.0,0.0,878.5193242090963,1099.0000001985657,5.995354805794562,7.500000001355089,11.511081227125558,14.400000002601772,4.236717396094823,5.3000000009575965,3.117584499013172,3.9000000007046465,14.708603790215989,18.400000003324486,8.553372856266908,10.70000000193326,6.714797382489909,8.4000000015177,12.550276060129947,15.700000002836653,8.71324898442143,10.900000001969397,3.9169651397857805,4.900000000885325,62080.69994304152,77661.00001403168
