CTLabel,BoroCode,BoroName,CT2020,BoroCT2020,CDEligibil,NTAName,NTA2020,CDTA2020,CDTANAME,GEOID,PUMA,Shape_Leng,Shape_Area,DepArea,NormalArea,GEO_ID_x,S1701_C01_001E,S1701_C01_013E,S1701_C01_014E,S1701_C01_015E,S1701_C01_016E,S1701_C01_017E,S1701_C01_018E,S1701_C01_019E,S1701_C01_020E,S1701_C01_021E,S1701_C01_022E,S1701_C01_023E,S1701_C01_024E,S1701_C01_025E,S1701_C01_026E,S1701_C01_038E,S1701_C01_039E,S1701_C01_040E,S1701_C01_041E,S1701_C01_042E,S1701_C01_043E,S1701_C01_044E,S1701_C01_045E,S1701_C02_001E,S1701_C02_013E,S1701_C02_014E,S1701_C02_015E,S1701_C02_016E,S1701_C02_017E,S1701_C02_018E,S1701_C02_019E,S1701_C02_020E,S1701_C02_021E,S1701_C02_022E,S1701_C02_023E,S1701_C02_024E,S1701_C02_025E,S1701_C02_026E,S1701_C02_038E,S1701_C02_039E,S1701_C02_040E,S1701_C02_041E,S1701_C02_042E,S1701_C02_043E,S1701_C02_044E,S1701_C02_045E,GEO_ID_y,S1901_C01_001E,S1901_C01_002E,S1901_C01_003E,S1901_C01_004E,S1901_C01_005E,S1901_C01_006E,S1901_C01_007E,S1901_C01_008E,S1901_C01_009E,S1901_C01_010E,S1901_C01_011E,S1901_C01_012E,S1901_C01_013E,GEO_ID,S1810_C01_001E,S1810_C01_004E,S1810_C01_005E,S1810_C01_006E,S1810_C01_007E,S1810_C01_008E,S1810_C01_009E,S1810_C01_010E,S1810_C01_011E,S1810_C01_012E,S1810_C01_013E,S1810_C01_014E,S1810_C01_015E,S1810_C01_016E,S1810_C01_017E,S1810_C01_018E,S1810_C01_019E,S1810_C01_029E,S1810_C01_039E,S1810_C01_047E,S1810_C01_048E,S1810_C01_049E,S1810_C01_050E,S1810_C01_051E,S1810_C01_052E,S1810_C01_053E,S1810_C01_054E,S1810_C01_055E,S1810_C01_063E,S1810_C02_001E,S1810_C02_004E,S1810_C02_005E,S1810_C02_006E,S1810_C02_007E,S1810_C02_008E,S1810_C02_009E,S1810_C02_010E,S1810_C02_011E,S1810_C02_012E,S1810_C02_019E,S1810_C02_029E,S1810_C02_039E,S1810_C02_047E,S1810_C02_048E,S1810_C02_049E,S1810_C02_050E,S1810_C02_051E,S1810_C02_052E,S1810_C02_053E,S1810_C02_054E,S1810_C02_055E,S1810_C02_063E,DepRatio,NormalRatio,dep_S1810_C01_001E,nor_S1810_C01_001E,dep_S1810_C02_001E,nor_S1810_C02_001E,dep_S1810_C02_047E,nor_S1810_C02_047E,dep_S1810_C02_004E,nor_S1810_C02_004E,dep_S1810_C02_005E,nor_S1810_C02_005E,dep_S1810_C02_006E,nor_S1810_C02_006E,dep_S1810_C02_007E,nor_S1810_C02_007E,dep_S1810_C02_008E,nor_S1810_C02_008E,dep_S1810_C02_009E,nor_S1810_C02_009E,dep_S1810_C02_010E,nor_S1810_C02_010E,dep_S1810_C02_011E,nor_S1810_C02_011E,dep_S1810_C02_012E,nor_S1810_C02_012E,dep_S1701_C01_001E,nor_S1701_C01_001E,dep_S1701_C02_001E,nor_S1701_C02_001E,dep_S1701_C02_013E,nor_S1701_C02_013E,dep_S1701_C02_014E,nor_S1701_C02_014E,dep_S1701_C02_015E,nor_S1701_C02_015E,dep_S1701_C02_016E,nor_S1701_C02_016E,dep_S1701_C02_017E,nor_S1701_C02_017E,dep_S1701_C02_018E,nor_S1701_C02_018E,dep_S1701_C02_019E,nor_S1701_C02_019E,dep_S1701_C02_020E,nor_S1701_C02_020E,dep_S1701_C02_021E,nor_S1701_C02_021E,dep_S1901_C01_001E,nor_S1901_C01_001E,dep_S1901_C01_002E,nor_S1901_C01_002E,dep_S1901_C01_003E,nor_S1901_C01_003E,dep_S1901_C01_004E,nor_S1901_C01_004E,dep_S1901_C01_005E,nor_S1901_C01_005E,dep_S1901_C01_006E,nor_S1901_C01_006E,dep_S1901_C01_007E,nor_S1901_C01_007E,dep_S1901_C01_008E,nor_S1901_C01_008E,dep_S1901_C01_009E,nor_S1901_C01_009E,dep_S1901_C01_010E,nor_S1901_C01_010E,dep_S1901_C01_011E,nor_S1901_C01_011E,dep_S1901_C01_013E,nor_S1901_C01_013E
170.16,5.0,Staten Island,17016.0,5017016.0,,Arden Heights-Rossville,SI0303,SI03,SI03 South Shore (CD 3 Approximation),36085017016,4503.0,13450.8774598,7141525.47785,,,1400000US36085017016,4732,3797,17,0,654,0,26,238,289,3758,3289,72,1040,762,1415,0,138,506,549,608,630,1502,2834,138,70,0,0,68,0,0,0,0,70,91,21,70,0,0,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36085017016,1592,0.0,1.3,2.4,2.8,9.5,2.3,21.2,31.8,19.7,8.9,116635,124212,1400000US36085017016,4732,3797,17,0,654,0,26,238,3758,289,150,670,1348,1861,458,245,,,,,670,3209,1348,1861,703,458,245,,,468,369,0,0,95,0,0,4,369,0,98,19,69,381,0,139,0,139,242,102,140,127,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173.0,5.0,Staten Island,17300.0,5017300.0,,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,SI0203,SI02,SI02 Mid-Island (CD 2 Approximation),36085017300,4502.0,8004.1281222,3688472.16331,,,1400000US36085017300,2365,979,303,0,449,0,230,404,703,749,1698,365,530,265,538,168,422,769,954,1048,1306,1528,1795,284,65,83,0,62,0,19,55,59,65,211,67,51,31,62,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36085017300,992,8.8,6.9,8.6,12.8,21.9,9.3,9.4,5.6,3.4,13.4,41993,83262,1400000US36085017300,2370,979,303,0,454,0,230,404,749,703,38,459,387,1011,312,163,,,,,459,1398,387,1011,475,312,163,,,439,157,49,0,32,0,0,201,121,237,49,12,102,370,0,244,1,243,126,29,97,149,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176.0,5.0,Staten Island,17600.0,5017600.0,,Annadale-Huguenot-Prince's Bay-Woodrow,SI0304,SI03,SI03 South Shore (CD 3 Approximation),36085017600,4503.0,26056.597411,35698317.6657,3263341.316,3263341.316,1400000US36085017600,4954,4494,211,0,184,0,11,54,76,4472,3367,227,949,683,1508,148,232,232,308,308,644,1344,1561,183,154,28,0,0,0,0,1,21,134,125,10,27,27,61,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36085017600,1485,3.6,1.3,0.0,4.8,4.1,8.4,6.4,17.3,10.1,44.0,175865,212730,1400000US36085017600,4954,4494,211,0,184,0,11,54,4472,76,414,748,1200,1865,537,190,,,,,748,3065,1200,1865,727,537,190,,,319,318,0,0,1,0,0,0,318,0,117,141,100,111,0,18,7,11,93,70,23,51,114,0.09141442872910267,0.09141442872910267,452.86707992397464,452.86707992397464,29.161202764583752,29.161202764583752,10.147001588930397,10.147001588930397,29.06978833585465,29.06978833585465,0.0,0.0,0.0,0.0,0.09141442872910267,0.09141442872910267,0.0,0.0,0.0,0.0,0.0,0.0,29.06978833585465,29.06978833585465,0.0,0.0,452.86707992397464,452.86707992397464,16.72884045742579,16.72884045742579,14.077822024281812,14.077822024281812,2.559604004414875,2.559604004414875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09141442872910267,0.09141442872910267,1.9197030033111562,1.9197030033111562,12.249533449699758,12.249533449699758,135.75042666271747,135.75042666271747,0.3290919434247696,0.3290919434247696,0.11883875734783347,0.11883875734783347,0.0,0.0,0.4387892578996928,0.4387892578996928,0.37479915778932094,0.37479915778932094,0.7678812013244625,0.7678812013244625,0.5850523438662572,0.5850523438662572,1.5814696170134763,1.5814696170134763,0.923285730163937,0.923285730163937,4.0222348640805174,4.0222348640805174,19446.591423542013,19446.591423542013
177.01,5.0,Staten Island,17701.0,5017701.0,,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,SI0203,SI02,SI02 Mid-Island (CD 2 Approximation),36085017701,4502.0,29090.193527,31761506.299,658.761,689268.244,1400000US36085017701,4220,3636,2,2,487,0,87,6,104,3538,2961,247,827,437,1450,40,261,308,308,308,668,1680,1902,57,48,2,2,0,0,0,5,5,48,57,11,11,33,2,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36085017701,1502,1.6,0.0,4.5,2.4,4.7,4.1,16.2,16.0,18.5,31.9,153750,273739,1400000US36085017701,4220,3636,2,2,487,0,87,6,3538,104,267,900,557,1693,394,409,,,,,900,2250,557,1693,803,394,409,,,618,467,2,2,105,0,42,0,467,0,200,158,188,369,0,142,0,142,227,98,129,76,230,2.0740861399912284e-05,0.021701371386838204,0.08752643510762984,91.57978725245722,0.012817852345145792,13.41144751706601,0.007653377856567633,8.007806041743297,0.009685982273759037,10.134540437653442,4.148172279982457e-05,0.04340274277367641,4.148172279982457e-05,0.04340274277367641,0.00217779044699079,2.2786439956180113,0.0,0.0,0.000871116178796316,0.9114575982472046,0.0,0.0,0.009685982273759037,10.134540437653442,0.0,0.0,0.08752643510762984,91.57978725245722,0.0011822290997950003,1.2369781690497776,0.0009955613471957898,1.041665826568234,4.148172279982457e-05,0.04340274277367641,4.148172279982457e-05,0.04340274277367641,0.0,0.0,0.0,0.0,0.0,0.0,0.00010370430699956141,0.10850685693419101,0.00010370430699956141,0.10850685693419101,0.0009955613471957898,1.041665826568234,0.03115277382266825,32.595459823030986,3.3185378239859655e-05,0.03472219421894113,0.0,0.0,9.333387629960528e-05,0.09765617124077192,4.977806735978948e-05,0.05208329132841169,9.748204857958774e-05,0.10199644551813956,8.503753173964036e-05,0.08897562268603663,0.00033600195467857897,0.3515622164667789,0.00033185378239859655,0.34722194218941127,0.00038370593589837727,0.4014753706565068,0.0006616334786572019,0.6922737472401387,5.677582658750588,5940.5117020617035
177.02,5.0,Staten Island,17702.0,5017702.0,,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,SI0203,SI02,SI02 Mid-Island (CD 2 Approximation),36085017702,4502.0,11572.9557199,6308722.956890001,250756.056,411714.224,1400000US36085017702,2381,2048,0,1,192,0,48,92,59,2037,1827,49,653,465,660,205,285,285,299,299,458,487,702,266,218,0,1,0,0,0,47,0,218,162,1,137,24,0,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36085017702,871,5.4,2.8,3.4,0.8,0.8,9.6,2.2,47.2,7.0,20.8,111835,143416,1400000US36085017702,2381,2048,0,1,192,0,48,92,2037,59,86,355,381,898,192,469,,,,,355,1279,381,898,661,192,469,,,244,243,0,1,0,0,0,0,243,0,27,201,1,15,0,1,0,1,14,14,0,1,16,0.039747514308920415,0.06526110384199879,94.6388315695395,155.38668824779913,9.698393491376581,15.923709337447704,0.5962127146338062,0.9789165576299819,9.65864597706766,15.858448233605706,0.0,0.0,0.039747514308920415,0.06526110384199879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.65864597706766,15.858448233605706,0.0,0.0,94.6388315695395,155.38668824779913,10.57283880617283,17.359453621971678,8.66495811934465,14.226920637555736,0.0,0.0,0.039747514308920415,0.06526110384199879,0.0,0.0,0.0,0.0,0.0,0.0,1.8681331725192596,3.0672718805739434,0.0,0.0,8.66495811934465,14.226920637555736,34.62008496306968,56.842421446380946,0.21463657726817026,0.3524099607467935,0.11129304006497716,0.1827310907575966,0.1351415486503294,0.22188775306279587,0.031798011447136336,0.052208883073599034,0.031798011447136336,0.052208883073599034,0.38157613736563595,0.6265065968831883,0.08744453147962492,0.14357442845239735,1.8760826753810438,3.080324101342343,0.2782326001624429,0.45682772689399154,0.8267482976255447,1.357430959913575,5700.42951212813,9359.486468604098
181.0,5.0,Staten Island,18100.0,5018100.0,,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,SI0203,SI02,SI02 Mid-Island (CD 2 Approximation),36085018100,4502.0,32431.3977038,56268491.4507,331481.328,3013186.584,1400000US36085018100,3244,2475,119,82,333,0,15,220,486,2280,2489,133,713,651,992,121,512,548,662,919,1101,1241,1698,512,163,70,0,74,0,15,190,302,51,365,15,259,37,54,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36085018100,1431,3.8,10.4,8.7,4.8,3.4,7.0,15.2,19.7,9.6,17.4,99106,130064,1400000US36085018100,3244,2475,119,82,333,0,15,220,2280,486,177,392,468,1156,416,635,,,,,392,1624,468,1156,1051,416,635,,,542,384,19,0,62,0,15,62,272,174,299,169,191,308,0,87,0,87,221,54,167,60,233,0.0058910647762865555,0.053550157580464414,19.110614134273586,173.71671119102655,3.192957108747313,29.02418540861171,1.814447951096259,16.493448534783038,2.262168874094037,20.563260510898335,0.11193023074944455,1.017452994028824,0.0,0.0,0.3652460161297664,3.3201097699887936,0.0,0.0,0.08836597164429834,0.8032523637069662,0.3652460161297664,3.3201097699887936,1.602369619149943,14.565642861886321,1.0250452710738607,9.317727419000809,19.110614134273586,173.71671119102655,3.0162251654587164,27.41768068119778,0.9602435585347086,8.7286756856157,0.4123745343400589,3.748511030632509,0.0,0.0,0.4359387934452051,3.9627116609543664,0.0,0.0,0.08836597164429834,0.8032523637069662,1.1193023074944455,10.174529940288238,1.7791015624385398,16.172147589300252,0.30044430359061436,2.731058036603685,8.43011369486606,76.63027549764458,0.02238604614988891,0.20349059880576476,0.06126707367338018,0.5569216388368299,0.05125226355369303,0.4658863709500404,0.028277110926175464,0.2570407563862292,0.02002962023937429,0.182070535773579,0.04123745343400589,0.37485110306325087,0.08954418459955564,0.813962395223059,0.11605397609284514,1.054938104335149,0.05655422185235093,0.5140815127724584,0.10250452710738606,0.9317727419000807,766.2154490629346,6964.947695545524
187.01,5.0,Staten Island,18701.0,5018701.0,,Westerleigh-Castleton Corners,SI0105,SI01,SI01 North Shore (CD 1 Equivalent),36085018701,4501.0,8492.28335232,4129152.29285,,,1400000US36085018701,1897,1222,114,0,391,0,12,158,212,1136,1307,74,373,291,569,90,170,204,361,367,477,856,1210,146,71,47,0,0,0,12,16,58,38,111,21,48,35,7,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36085018701,669,4.2,0.6,1.6,2.2,9.3,9.7,16.1,19.4,15.7,21.1,123750,130397,1400000US36085018701,1936,1222,114,0,391,0,12,197,1136,251,139,338,429,879,89,62,,,,,338,1308,429,879,151,89,62,,,206,142,32,0,1,0,12,19,131,36,46,26,75,88,0,43,0,43,45,20,25,9,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187.03,5.0,Staten Island,18703.0,5018703.0,,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,SI0203,SI02,SI02 Mid-Island (CD 2 Approximation),36085018703,4502.0,10164.9379557,5103683.95122,,,1400000US36085018703,4276,2332,150,124,1343,0,56,271,409,2268,2720,201,857,582,1080,200,391,401,590,590,2161,2536,2967,377,210,29,0,0,0,0,138,138,210,271,65,159,17,30,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36085018703,1255,2.9,0.0,1.9,4.4,17.8,5.8,21.6,20.1,8.7,16.8,94464,113025,1400000US36085018703,4276,2332,150,124,1343,0,56,271,2268,409,358,939,780,1306,265,628,,,,,939,2086,780,1306,893,265,628,,,410,256,29,0,111,0,0,14,256,14,60,67,131,302,0,29,0,29,273,55,218,154,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187.04,5.0,Staten Island,18704.0,5018704.0,,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,SI0203,SI02,SI02 Mid-Island (CD 2 Approximation),36085018704,4502.0,10637.7625337,5819694.33247,,,1400000US36085018704,3388,2319,180,0,755,0,29,105,145,2215,2421,265,519,390,1247,4,439,452,479,496,774,1182,1442,203,62,96,0,45,0,0,0,0,62,182,76,57,0,49,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36085018704,1179,0.0,8.5,6.9,4.4,8.2,13.7,0.9,17.8,7.4,32.1,118413,169067,1400000US36085018704,3388,2319,180,0,755,0,29,105,2215,145,89,469,933,1392,172,333,,,,,469,2325,933,1392,505,172,333,,,271,212,1,0,44,0,14,0,212,14,50,65,138,168,0,57,12,45,111,0,111,44,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189.01,5.0,Staten Island,18901.0,5018901.0,,Westerleigh-Castleton Corners,SI0105,SI01,SI01 North Shore (CD 1 Equivalent),36085018901,4501.0,15296.8621088,12226182.3581,,,1400000US36085018901,5152,3414,294,0,967,0,245,232,914,3026,3815,232,1284,922,1377,55,100,117,160,436,747,1765,2817,79,31,10,0,34,0,4,0,4,31,46,11,22,0,13,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36085018901,1683,0.0,0.0,2.6,2.0,4.2,10.7,14.0,22.2,19.9,24.4,147513,145781,1400000US36085018901,5211,3473,294,0,967,0,245,232,3085,914,332,689,999,2163,559,469,,,,,689,3162,999,2163,1028,559,469,,,615,431,26,0,45,0,17,96,431,129,147,29,72,340,0,97,0,97,243,51,192,112,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189.02,5.0,Staten Island,18902.0,5018902.0,,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,SI0203,SI02,SI02 Mid-Island (CD 2 Approximation),36085018902,4502.0,13742.5954188,8112238.60517,,,1400000US36085018902,6301,4866,48,0,978,0,115,294,679,4352,3569,147,993,886,1543,123,1521,1546,1932,2116,2587,3155,4534,1472,1223,4,0,52,0,0,193,215,1008,422,4,168,161,89,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36085018902,1684,1.1,0.5,6.1,8.0,8.4,12.6,11.9,16.9,18.6,16.0,102778,126134,1400000US36085018902,6301,4866,48,0,978,0,115,294,4352,679,497,1433,1545,1741,681,404,,,,,1433,3286,1545,1741,1085,681,404,,,538,452,7,0,60,0,9,10,431,30,88,60,134,334,0,163,16,147,171,44,127,189,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197.0,5.0,Staten Island,19700.0,5019700.0,,Westerleigh-Castleton Corners,SI0105,SI01,SI01 North Shore (CD 1 Equivalent),36085019700,4501.0,9097.69783904,3231720.05357,,,1400000US36085019700,2010,1382,13,0,306,0,26,283,270,1359,1410,106,274,427,603,34,130,226,256,459,610,949,1195,79,73,0,0,0,0,0,6,23,50,79,0,44,14,21,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36085019700,691,3.3,5.9,2.2,1.2,14.9,7.4,11.6,22.9,14.2,16.5,113220,122678,1400000US36085019700,2010,1382,13,0,306,0,26,283,1359,270,158,277,413,856,149,157,,,,,277,1269,413,856,306,149,157,,,197,175,0,0,16,0,3,3,175,0,29,9,14,167,0,91,0,91,76,16,60,49,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198.0,5.0,Staten Island,19800.0,5019800.0,,Annadale-Huguenot-Prince's Bay-Woodrow,SI0304,SI03,SI03 South Shore (CD 3 Approximation),36085019800,4503.0,44048.993741,61325646.0698,14556788.23,14556788.23,1400000US36085019800,7474,6608,75,0,504,0,48,239,875,5906,5313,220,1640,1041,2412,162,910,977,1004,1052,2004,3150,3873,464,463,0,0,1,0,0,0,115,348,360,24,182,92,62,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36085019800,2449,3.3,6.4,3.7,2.4,4.7,18.5,7.3,12.1,10.3,31.2,122321,178354,1400000US36085019800,7474,6608,75,0,504,0,48,239,5906,875,305,1061,1713,3389,387,619,,,,,1061,5102,1713,3389,1006,387,619,,,908,873,0,0,0,0,0,35,752,121,200,75,527,391,0,102,0,102,289,52,237,225,302,0.2373686893315672,0.2373686893315672,1774.0935840641334,1774.0935840641334,215.53076991306304,215.53076991306304,92.81115752864278,92.81115752864278,207.2228657864582,207.2228657864582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.307904126604852,8.307904126604852,178.50125437733854,178.50125437733854,28.72161140911963,28.72161140911963,1774.0935840641334,1774.0935840641334,110.13907184984718,110.13907184984718,109.90170316051562,109.90170316051562,0.0,0.0,0.0,0.0,0.2373686893315672,0.2373686893315672,0.0,0.0,0.0,0.0,0.0,0.0,27.297399273130228,27.297399273130228,82.60430388738538,82.60430388738538,581.3159201730081,581.3159201730081,0.7833166747941718,0.7833166747941718,1.5191596117220303,1.5191596117220303,0.8782641505267987,0.8782641505267987,0.5696848543957613,0.5696848543957613,1.115632839858366,1.115632839858366,4.391320752633994,4.391320752633994,1.7327914321204405,1.7327914321204405,2.872161140911963,2.872161140911963,2.4448975001151423,2.4448975001151423,7.405903107144897,7.405903107144897,42335.65521704234,42335.65521704234
201.0,5.0,Staten Island,20100.0,5020100.0,,Westerleigh-Castleton Corners,SI0105,SI01,SI01 North Shore (CD 1 Equivalent),36085020100,4501.0,14495.8214007,6757232.27866,,,1400000US36085020100,3806,2285,106,10,274,0,39,1092,1214,1696,2357,211,545,465,1136,285,480,559,672,842,907,1134,1519,454,155,14,0,47,0,0,238,339,54,211,72,110,29,0,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36085020100,1319,4.2,2.3,5.2,9.0,5.9,7.2,10.4,9.6,17.4,28.8,127721,138673,1400000US36085020100,3806,2285,106,10,274,0,39,1092,1696,1214,370,695,932,1525,204,80,,,,,695,2457,932,1525,284,204,80,,,193,131,0,0,2,0,11,49,102,79,36,23,21,131,0,99,0,99,32,13,19,26,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207.01,5.0,Staten Island,20701.0,5020701.0,,Port Richmond,SI0106,SI01,SI01 North Shore (CD 1 Equivalent),36085020701,4501.0,12233.8701879,4470663.67988,,,1400000US36085020701,3304,858,1642,196,0,0,412,196,1165,456,2133,394,615,599,525,322,646,667,863,874,1824,2187,2532,429,0,333,0,0,0,5,91,75,0,250,139,29,24,58,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36085020701,1021,8.3,9.2,2.6,1.1,18.3,12.3,11.7,24.5,6.1,5.9,59452,84304,1400000US36085020701,3328,858,1666,196,0,0,412,196,456,1165,275,411,1040,1401,94,107,,,,,411,2441,1040,1401,201,94,107,,,613,231,253,37,0,0,92,0,43,317,0,122,221,305,0,180,33,147,125,18,107,256,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207.02,5.0,Staten Island,20702.0,5020702.0,,Port Richmond,SI0106,SI01,SI01 North Shore (CD 1 Equivalent),36085020702,4501.0,16738.3135661,5506694.15122,,,1400000US36085020702,2458,687,547,0,81,19,386,738,1653,194,1672,358,594,316,404,687,1141,1141,1203,1339,1760,1842,1909,985,306,19,0,40,0,34,586,859,54,566,159,170,44,193,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36085020702,881,31.8,3.9,11.4,3.6,15.9,5.0,9.0,9.3,6.8,3.4,32070,54949,1400000US36085020702,2470,687,547,0,81,19,398,738,194,1665,251,232,721,935,192,139,,,,,232,1656,721,935,331,192,139,,,280,43,61,0,20,0,109,47,43,156,25,34,41,245,0,99,3,96,146,95,51,61,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
