CTLabel,BoroCode,BoroName,CT2020,BoroCT2020,CDEligibil,NTAName,NTA2020,CDTA2020,CDTANAME,GEOID,PUMA,Shape_Leng,Shape_Area
"215.01","2",Bronx,"021501","2021501",,University Heights (South)-Morris Heights,BX0501,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005021501","4205",5029.19953587000,986700.65142300003
"218","2",Bronx,"021800","2021800",,Soundview-Bruckner-Bronx River,BX0901,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005021800","4209",7720.34685839000,3233495.52301000012
"219","2",Bronx,"021900","2021900",,Mount Eden-Claremont (West),BX0403,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005021900","4204",6922.07700027000,1551551.82355999993
"221.01","2",Bronx,"022101","2022101",,Mount Eden-Claremont (West),BX0403,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005022101","4204",3869.86319802000,732245.11216100003
"221.02","2",Bronx,"022102","2022102",,Mount Eden-Claremont (West),BX0403,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005022102","4204",3892.76246574000,842620.12869299995
"223","2",Bronx,"022300","2022300",,Mount Eden-Claremont (West),BX0403,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005022300","4204",4039.18197831000,1001578.16052000003
"224.03","2",Bronx,"022403","2022403",,Pelham Parkway-Van Nest,BX1101,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005022403","4211",5656.25258229000,1338120.93574999995
"224.04","2",Bronx,"022404","2022404",,Pelham Parkway-Van Nest,BX1101,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005022404","4211",4027.01045346000,999998.01087500004
"225","2",Bronx,"022500","2022500",,Mount Eden-Claremont (West),BX0403,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005022500","4204",5935.12300255000,1953063.11731999996
"227.02","2",Bronx,"022702","2022702",,Mount Eden-Claremont (West),BX0403,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005022702","4204",3829.35943810000,523884.24674099998
"227.03","2",Bronx,"022703","2022703",,Mount Eden-Claremont (West),BX0403,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005022703","4204",2569.47786511000,420601.09150300000
"228","2",Bronx,"022800","2022800",,Pelham Parkway-Van Nest,BX1101,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005022800","4211",6509.69077165000,1851825.71763000009
"229.02","2",Bronx,"022902","2022902",,Mount Eden-Claremont (West),BX0403,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005022902","4204",4228.02075242000,995810.39165600005
"232","2",Bronx,"023200","2023200",,Pelham Parkway-Van Nest,BX1101,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005023200","4211",5317.05783625000,1536082.34446999989
"233.01","2",Bronx,"023301","2023301",,Mount Hope,BX0502,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005023301","4205",4494.09643274000,1267798.76888999995
"236","2",Bronx,"023600","2023600",,Pelham Parkway-Van Nest,BX1101,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005023600","4211",5127.75733264000,989504.94471399998
"237.04","2",Bronx,"023704","2023704",,Fordham Heights,BX0503,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005023704","4205",3627.53038729000,728192.34704599995
"239","2",Bronx,"023900","2023900",,Fordham Heights,BX0503,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005023900","4205",7305.92838259000,1913174.94235999999
"241","2",Bronx,"024100","2024100",,Mount Hope,BX0502,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005024100","4205",5333.71616192000,1447513.79181000008
"243","2",Bronx,"024300","2024300",,University Heights (South)-Morris Heights,BX0501,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005024300","4205",6192.94416835000,1608003.82049000007
"244","2",Bronx,"024400","2024400",,Morris Park,BX1102,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005024400","4211",6484.40447348000,1892754.11205000011
"245.01","2",Bronx,"024501","2024501",,University Heights (South)-Morris Heights,BX0501,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005024501","4205",4998.66060747000,1229662.70775000006
"245.02","2",Bronx,"024502","2024502",,University Heights (South)-Morris Heights,BX0501,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005024502","4205",4213.37524820000,1072966.53267000010
"246","2",Bronx,"024600","2024600",,Morris Park,BX1102,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005024600","4211",7512.58026605000,1640625.73441000003
"248","2",Bronx,"024800","2024800",,Morris Park,BX1102,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005024800","4211",7488.97161521000,2992858.75731999986
"249","2",Bronx,"024900","2024900",,University Heights (South)-Morris Heights,BX0501,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005024900","4205",6869.34048368000,1883272.78982000006
"250","2",Bronx,"025000","2025000",,Morris Park,BX1102,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005025000","4211",6978.08881367000,1955822.59517999995
"251","2",Bronx,"025100","2025100",,University Heights (South)-Morris Heights,BX0501,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005025100","4205",6295.47937861000,2253288.15118000004
