CTLabel,BoroCode,BoroName,CT2020,BoroCT2020,CDEligibil,NTAName,NTA2020,CDTA2020,CDTANAME,GEOID,PUMA,Shape_Leng,Shape_Area
"174","3",Brooklyn,"017400","3017400",,Bath Beach,BK1102,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047017400","4311",5894.19843135000,1773747.67210999993
"175","3",Brooklyn,"017500","3017500",,Green-Wood Cemetery,BK0771,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047017500","4307",18789.02260110000,21101598.40480000153
"176","3",Brooklyn,"017600","3017600",,Bath Beach,BK1102,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047017600","4311",5485.74733818000,1436936.86997000012
"178","3",Brooklyn,"017800","3017800",,Bath Beach,BK1102,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047017800","4311",6092.04204571000,1765215.17414000002
"179","3",Brooklyn,"017900","3017900",,Fort Greene,BK0203,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047017900","4302",5330.11555537000,1705006.94733999996
"180","3",Brooklyn,"018000","3018000",,Bath Beach,BK1102,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047018000","4311",6100.98045762000,1896108.68580999994
"181","3",Brooklyn,"018100","3018100",,Fort Greene,BK0203,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047018100","4302",5495.10749517000,1823380.15384000004
"182","3",Brooklyn,"018200","3018200",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047018200","4311",5730.24768207000,1781148.73514000000
"183","3",Brooklyn,"018300","3018300",,Fort Greene,BK0203,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047018300","4302",4935.74766894000,1477789.70283999993
"184","3",Brooklyn,"018400","3018400",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047018400","4311",5158.19206320000,1609239.65822999994
"185.01","3",Brooklyn,"018501","3018501",,Fort Greene,BK0203,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047018501","4302",4405.28899238000,1189362.19718999998
"186","3",Brooklyn,"018600","3018600",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047018600","4311",4679.73000888000,1216850.47983999993
"187","3",Brooklyn,"018700","3018700",,Fort Greene,BK0203,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047018700","4302",3902.05282518000,917703.12842600001
"188","3",Brooklyn,"018800","3018800",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047018800","4311",5864.28930925000,1885932.45359999989
"190","3",Brooklyn,"019000","3019000",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047019000","4311",6614.31881489000,2291793.83089999994
"191","3",Brooklyn,"019100","3019100",,Clinton Hill,BK0204,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047019100","4302",7816.21536220000,2721477.61463000020
"192","3",Brooklyn,"019200","3019200",,Borough Park,BK1202,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047019200","4312",5880.32869684000,2042874.53933000006
"193","3",Brooklyn,"019300","3019300",,Clinton Hill,BK0204,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047019300","4302",6981.65007051000,2903179.02505999990
"194","3",Brooklyn,"019400","3019400",,Dyker Heights,BK1002,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047019400","4310",6220.29288989000,1920211.75552999997
"195","3",Brooklyn,"019500","3019500",,Clinton Hill,BK0204,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047019500","4302",4887.71692449000,1475082.67195999995
"196","3",Brooklyn,"019600","3019600",,Dyker Heights,BK1002,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047019600","4310",5718.16811774000,2027285.95123000001
"197","3",Brooklyn,"019700","3019700",,Clinton Hill,BK0204,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047019700","4302",6148.34139883000,1828072.27506999997
"198","3",Brooklyn,"019800","3019800",,Dyker Heights,BK1002,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047019800","4310",5279.39727347000,1450201.56499000010
"199","3",Brooklyn,"019900","3019900",,Clinton Hill,BK0204,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047019900","4302",5989.62428384000,2037876.58823000011
"200","3",Brooklyn,"020000","3020000",,Dyker Heights,BK1002,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047020000","4310",5280.94185901000,1451580.16069999989
"201","3",Brooklyn,"020100","3020100",,Clinton Hill,BK0204,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047020100","4302",6244.38053682000,1884866.87403000006
"202","3",Brooklyn,"020200","3020200",,Dyker Heights,BK1002,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047020200","4310",5281.12271167000,1451352.61666999990
"203","3",Brooklyn,"020300","3020300",,Prospect Heights,BK0801,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047020300","4308",5265.16868928000,1512111.18253000011
"204","3",Brooklyn,"020400","3020400",,Dyker Heights,BK1002,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047020400","4310",5280.33883521000,1450945.63929999992
"205","3",Brooklyn,"020500","3020500",,Prospect Heights,BK0801,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047020500","4308",5441.54339902000,1718969.95323000010
"206","3",Brooklyn,"020600","3020600",,Dyker Heights,BK1002,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047020600","4310",5937.37552707000,1838035.23313999991
"207","3",Brooklyn,"020700","3020700",,Prospect Heights,BK0801,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047020700","4308",6090.09893014000,1480427.21558000008
"208","3",Brooklyn,"020800","3020800",,Dyker Heights,BK1002,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047020800","4310",5945.30516172000,1542689.01640000008
"210","3",Brooklyn,"021000","3021000",,Dyker Heights,BK1002,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047021000","4310",5710.82773939000,1614539.66214999999
"211","3",Brooklyn,"021100","3021100",,Fort Greene,BK0203,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047021100","4302",10843.78665770000,2959763.10484000016
"212","3",Brooklyn,"021200","3021200",,Dyker Heights,BK1002,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047021200","4310",5986.10522558000,2054324.60508999997
"213","3",Brooklyn,"021300","3021300",,Crown Heights (South),BK0901,BK09,BK09 Crown Heights (South) (CD 9 Approximation),"36047021300","4309",7266.09291271000,1978483.70641999994
"214","3",Brooklyn,"021400","3021400",,Borough Park,BK1202,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047021400","4312",5551.99421516000,1808036.30328000011
"215","3",Brooklyn,"021500","3021500",,Prospect Heights,BK0801,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047021500","4308",6522.76100173000,1657679.57850000006
"216","3",Brooklyn,"021600","3021600",,Borough Park,BK1202,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047021600","4312",6210.27860027000,1810243.95962999994
"217","3",Brooklyn,"021700","3021700",,Crown Heights (North),BK0802,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047021700","4308",4588.72629164000,1285839.31022999994
"218","3",Brooklyn,"021800","3021800",,Borough Park,BK1202,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047021800","4312",5927.27965034000,1698857.11847000010
"219","3",Brooklyn,"021900","3021900",,Crown Heights (North),BK0802,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047021900","4308",5031.28812594000,1582742.17788000009
"220","3",Brooklyn,"022000","3022000",,Borough Park,BK1202,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047022000","4312",6117.08229206000,2091173.05083999992
"221","3",Brooklyn,"022100","3022100",,Crown Heights (North),BK0802,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047022100","4308",5569.15352138000,1635894.76524000010
"222","3",Brooklyn,"022200","3022200",,Borough Park,BK1202,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047022200","4312",5742.17947592000,1896474.10514999996
"224","3",Brooklyn,"022400","3022400",,Borough Park,BK1202,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047022400","4312",5835.73198564000,1890190.80850000004
"226","3",Brooklyn,"022600","3022600",,Borough Park,BK1202,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047022600","4312",5954.07400772000,1680920.33211000008
"227","3",Brooklyn,"022700","3022700",,Bedford-Stuyvesant (West),BK0301,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047022700","4303",6861.71965179000,2588318.21299999999
"228","3",Brooklyn,"022800","3022800",,Borough Park,BK1202,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047022800","4312",6040.54804756000,1801521.33958999999
"229","3",Brooklyn,"022900","3022900",,Bedford-Stuyvesant (West),BK0301,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047022900","4303",5440.76433702000,1849568.34767000005
"230","3",Brooklyn,"023000","3023000",,Borough Park,BK1202,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047023000","4312",8320.93066065000,1624924.60816000006
"231","3",Brooklyn,"023100","3023100",,Clinton Hill,BK0204,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047023100","4302",5908.87325165000,1716029.92241000012
"232","3",Brooklyn,"023200","3023200",,Borough Park,BK1202,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047023200","4312",7284.63563756000,2436821.27490000008
"233","3",Brooklyn,"023300","3023300",,Bedford-Stuyvesant (West),BK0301,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047023300","4303",5438.79029047000,1849442.00527999992
"234","3",Brooklyn,"023400","3023400",,Borough Park,BK1202,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047023400","4312",6241.89736284000,1827230.61428999994
"235","3",Brooklyn,"023500","3023500",,Bedford-Stuyvesant (West),BK0301,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047023500","4303",4958.03552449000,1523725.91807999997
"236","3",Brooklyn,"023600","3023600",,Borough Park,BK1202,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047023600","4312",6242.98107647000,1828207.74701000005
"238","3",Brooklyn,"023800","3023800",,Borough Park,BK1202,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047023800","4312",6244.55672917000,1828765.84098000010
"240","3",Brooklyn,"024000","3024000",,Borough Park,BK1202,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047024000","4312",6240.45934912000,1827206.31844999990
"241","3",Brooklyn,"024100","3024100",,Bedford-Stuyvesant (West),BK0301,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047024100","4303",5837.00547750000,1939949.75729000010
"242","3",Brooklyn,"024200","3024200",,Borough Park,BK1202,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047024200","4312",6964.54955568000,2061125.14281999995
"243","3",Brooklyn,"024300","3024300",,Bedford-Stuyvesant (West),BK0301,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047024300","4303",5291.71670693000,1661539.49830999994
"244","3",Brooklyn,"024400","3024400",,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047024400","4312",6280.44675918000,1670948.43724000012
"245","3",Brooklyn,"024500","3024500",,Bedford-Stuyvesant (West),BK0301,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047024500","4303",5582.22271692000,1795931.74120000005
"246","3",Brooklyn,"024600","3024600",,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047024600","4312",6796.31357786000,1845582.72494999995
"247","3",Brooklyn,"024700","3024700",,Bedford-Stuyvesant (West),BK0301,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047024700","4303",7438.62791400000,1934649.87446999992
"248","3",Brooklyn,"024800","3024800",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047024800","4311",6417.48330493000,1895137.28951000003
"249","3",Brooklyn,"024900","3024900",,Bedford-Stuyvesant (West),BK0301,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047024900","4303",5777.65500908000,1813352.57505000010
"250","3",Brooklyn,"025000","3025000",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047025000","4311",5938.21374507000,1867361.68494999991
"251","3",Brooklyn,"025100","3025100",,Bedford-Stuyvesant (West),BK0301,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047025100","4303",5079.93086505000,1490422.89598000003
"252","3",Brooklyn,"025200","3025200",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047025200","4311",6686.60698447000,1950979.16182000004
"253","3",Brooklyn,"025300","3025300",,Bedford-Stuyvesant (West),BK0301,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047025300","4303",5626.98792901000,1741979.53603999992
"254","3",Brooklyn,"025400","3025400",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047025400","4311",6302.39467155000,1888611.69470999995
"255","3",Brooklyn,"025500","3025500",,Bedford-Stuyvesant (West),BK0301,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047025500","4303",5088.55372594000,1492220.44066000008
"256","3",Brooklyn,"025600","3025600",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047025600","4311",6363.82391855000,1868287.04814999993
"257","3",Brooklyn,"025700","3025700",,Bedford-Stuyvesant (West),BK0301,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047025700","4303",6440.91239526000,1949087.11535000009
"258","3",Brooklyn,"025800","3025800",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047025800","4311",6257.55431926000,1832115.44103000010
"259.01","3",Brooklyn,"025901","3025901",,Bedford-Stuyvesant (West),BK0301,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047025901","4303",4269.11857746000,863635.59341199999
"259.02","3",Brooklyn,"025902","3025902",,Bedford-Stuyvesant (West),BK0301,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047025902","4303",3211.23589623000,642013.98588399997
"260","3",Brooklyn,"026000","3026000",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047026000","4311",5699.18918492000,1753286.06428999989
"261","3",Brooklyn,"026100","3026100",,Bedford-Stuyvesant (West),BK0301,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047026100","4303",5880.89745378000,2146491.99548000004
"262","3",Brooklyn,"026200","3026200",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047026200","4311",5384.76786290000,1699502.94799000002
"263","3",Brooklyn,"026300","3026300",,Bedford-Stuyvesant (West),BK0301,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047026300","4303",4799.55654215000,1287405.88491000002
"264","3",Brooklyn,"026400","3026400",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047026400","4311",7095.08629054000,2038976.39950000006
"265","3",Brooklyn,"026500","3026500",,Bedford-Stuyvesant (West),BK0301,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047026500","4303",5341.61806710000,1718284.07001999998
"266","3",Brooklyn,"026600","3026600",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047026600","4311",7706.99958786000,1785503.08501000004
"267","3",Brooklyn,"026700","3026700",,Bedford-Stuyvesant (West),BK0301,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047026700","4303",5340.24442729000,1717368.23662000010
"268","3",Brooklyn,"026800","3026800",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047026800","4311",6339.14456019000,1926489.42889999994
"269","3",Brooklyn,"026900","3026900",,Bedford-Stuyvesant (West),BK0301,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047026900","4303",5051.01870640000,1441848.66580000008
"270","3",Brooklyn,"027000","3027000",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047027000","4311",5255.80105569000,1444005.62538000010
"271","3",Brooklyn,"027100","3027100",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047027100","4303",9428.07724880000,2660204.62183000008
"272","3",Brooklyn,"027200","3027200",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047027200","4311",7299.79762729000,1422363.35021999991
"273","3",Brooklyn,"027300","3027300",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047027300","4303",5273.31394926000,1611451.02047000010
"274","3",Brooklyn,"027400","3027400",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047027400","4311",6175.27619858000,1758627.16094000009
"275","3",Brooklyn,"027500","3027500",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047027500","4303",5390.78759809000,1743574.46279000002
"276","3",Brooklyn,"027600","3027600",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047027600","4311",6258.67839349000,1607864.54404999991
"277","3",Brooklyn,"027700","3027700",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047027700","4303",5391.76561111000,1745688.01554999989
"278","3",Brooklyn,"027800","3027800",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047027800","4311",6104.40787558000,1727742.16837000009
"279","3",Brooklyn,"027900","3027900",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047027900","4303",5389.74561138000,1743088.08862999990
"280","3",Brooklyn,"028000","3028000",,Bath Beach,BK1102,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047028000","4311",6067.52343234000,1494252.23922000010
"281","3",Brooklyn,"028100","3028100",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047028100","4303",5389.33857657000,1743468.24279000005
"282","3",Brooklyn,"028200","3028200",,Bath Beach,BK1102,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047028200","4311",6197.33279793000,1811479.72949999990
"283","3",Brooklyn,"028300","3028300",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047028300","4303",4848.73849270000,1311680.66680000001
"284","3",Brooklyn,"028400","3028400",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047028400","4311",6096.04496465000,1768012.15535999998
"285.01","3",Brooklyn,"028501","3028501",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047028501","4303",4167.68952706000,895739.64931799995
"285.02","3",Brooklyn,"028502","3028502",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047028502","4303",4775.42164965000,1290359.47557000001
"286","3",Brooklyn,"028600","3028600",,Bath Beach,BK1102,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047028600","4311",6444.43496258000,1904932.72347999993
"287","3",Brooklyn,"028700","3028700",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047028700","4303",5919.88469130000,1601115.38739000005
"288","3",Brooklyn,"028800","3028800",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047028800","4311",5777.68787813000,1644934.14158000005
"290","3",Brooklyn,"029000","3029000",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047029000","4311",5799.04148946000,1665073.37954000011
"291","3",Brooklyn,"029100","3029100",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047029100","4303",5439.93909617000,1772059.56896999991
"292","3",Brooklyn,"029200","3029200",,Bath Beach,BK1102,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047029200","4311",7319.55478679000,2215329.95451000007
"293","3",Brooklyn,"029300","3029300",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047029300","4303",5437.78557920000,1770060.69258000003
"294","3",Brooklyn,"029400","3029400",,Gravesend (West),BK1103,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047029400","4311",6602.82917976000,2032099.54374000011
"295","3",Brooklyn,"029500","3029500",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047029500","4303",5437.79887322000,1771507.82944000000
"296","3",Brooklyn,"029600","3029600",,Gravesend (West),BK1103,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047029600","4311",7396.97159231000,2300496.78770999983
"297","3",Brooklyn,"029700","3029700",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047029700","4303",5857.45508305000,2211871.33980000019
"298","3",Brooklyn,"029800","3029800",,Gravesend (West),BK1103,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047029800","4311",7431.07837928000,2379873.95979999984
"299","3",Brooklyn,"029900","3029900",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047029900","4303",5862.94685237000,1535625.10504000005
"300","3",Brooklyn,"030000","3030000",,Gravesend (West),BK1103,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047030000","4311",7243.13172098000,2099451.01067999983
"301","3",Brooklyn,"030100","3030100",,Ocean Hill,BK1601,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047030100","4316",7472.43532951000,2097829.09676000010
"302","3",Brooklyn,"030200","3030200",,Gravesend (West),BK1103,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047030200","4311",6921.91439236000,2273119.84544999991
"303","3",Brooklyn,"030300","3030300",,Ocean Hill,BK1601,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047030300","4316",6958.01022665000,2726302.16587000014
"304","3",Brooklyn,"030400","3030400",,Gravesend (West),BK1103,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047030400","4311",13598.68467230000,5021019.79169999994
"305","3",Brooklyn,"030500","3030500",,Crown Heights (North),BK0802,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047030500","4308",7369.22590303000,3478044.43563999981
"306","3",Brooklyn,"030600","3030600",,Gravesend (South),BK1301,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047030600","4313",6092.76377588000,2084709.65299000009
"307","3",Brooklyn,"030700","3030700",,Crown Heights (North),BK0802,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047030700","4308",7159.26813031000,2868056.47876999993
"308","3",Brooklyn,"030800","3030800",,Gravesend (South),BK1301,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047030800","4313",12577.36619600000,7196385.34023999982
"309","3",Brooklyn,"030900","3030900",,Crown Heights (North),BK0802,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047030900","4308",5520.40332271000,1627454.73658000003
"311","3",Brooklyn,"031100","3031100",,Crown Heights (North),BK0802,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047031100","4308",5523.52821740000,1632165.33810999990
"313","3",Brooklyn,"031300","3031300",,Crown Heights (North),BK0802,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047031300","4308",5522.61922872000,1876205.47310999990
"314.01","3",Brooklyn,"031401","3031401",,Gravesend (South),BK1301,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047031401","4313",20497.04849690000,4719371.29440999962
"314.02","3",Brooklyn,"031402","3031402",,Calvert Vaux Park,BK1391,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047031402","4313",11280.73889160000,4222370.83270000014
"315","3",Brooklyn,"031500","3031500",,Crown Heights (North),BK0802,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047031500","4308",5727.11870564000,1940364.93216000008
"317.01","3",Brooklyn,"031701","3031701",,Crown Heights (North),BK0802,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047031701","4308",5033.48615170000,1504294.03269000002
"317.02","3",Brooklyn,"031702","3031702",,Crown Heights (North),BK0802,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047031702","4308",5031.46342995000,1500336.70005000010
"319","3",Brooklyn,"031900","3031900",,Crown Heights (South),BK0901,BK09,BK09 Crown Heights (South) (CD 9 Approximation),"36047031900","4309",5787.18842544000,1631610.70904999995
"321","3",Brooklyn,"032100","3032100",,Crown Heights (South),BK0901,BK09,BK09 Crown Heights (South) (CD 9 Approximation),"36047032100","4309",6039.88563741000,1724842.16112999991
"323","3",Brooklyn,"032300","3032300",,Crown Heights (South),BK0901,BK09,BK09 Crown Heights (South) (CD 9 Approximation),"36047032300","4309",6269.42149535000,1862961.94738000003
"325","3",Brooklyn,"032500","3032500",,Crown Heights (South),BK0901,BK09,BK09 Crown Heights (South) (CD 9 Approximation),"36047032500","4309",6293.88539143000,1812069.76948000002
"326","3",Brooklyn,"032600","3032600",,Coney Island-Sea Gate,BK1302,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047032600","4313",7873.19667752000,3542648.85815000022
"328","3",Brooklyn,"032800","3032800",,Coney Island-Sea Gate,BK1302,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047032800","4313",7628.20909033000,2507369.09134999989
"329","3",Brooklyn,"032900","3032900",,Prospect Lefferts Gardens-Wingate,BK0902,BK09,BK09 Crown Heights (South) (CD 9 Approximation),"36047032900","4309",7138.85275832000,1683542.59908000007
"330","3",Brooklyn,"033000","3033000",,Coney Island-Sea Gate,BK1302,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047033000","4313",9862.04387132000,3866465.54911000002
"331","3",Brooklyn,"033100","3033100",,Crown Heights (South),BK0901,BK09,BK09 Crown Heights (South) (CD 9 Approximation),"36047033100","4309",7551.85744918000,1533546.83000000007
"333","3",Brooklyn,"033300","3033300",,Crown Heights (South),BK0901,BK09,BK09 Crown Heights (South) (CD 9 Approximation),"36047033300","4309",7463.48008853000,2005663.04370000004
"335","3",Brooklyn,"033500","3033500",,Crown Heights (South),BK0901,BK09,BK09 Crown Heights (South) (CD 9 Approximation),"36047033500","4309",7422.43753940000,1944377.10293000005
