CTLabel,BoroCode,BoroName,CT2020,BoroCT2020,CDEligibil,NTAName,NTA2020,CDTA2020,CDTANAME,GEOID,PUMA,Shape_Leng,Shape_Area,calculated,id,Station ID,area,perimeter,DepArea
"2.01","1",Manhattan,"000201","1000201",,Chinatown-Two Bridges,MN0301,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061000201","4103",4754.49524739000,972312.14035500004,90331.513,"0","1",15164894.247381,14925.757219,862548.445
"6","1",Manhattan,"000600","1000600",,Chinatown-Two Bridges,MN0301,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061000600","4103",6976.28621477000,2582705.15745999990,239943.179,"0","1",15164894.247381,14925.757219,2575010.925
"14.01","1",Manhattan,"001401","1001401",,Lower East Side,MN0302,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061001401","4103",5075.33199978000,1006116.58429000003,93472.101,"0","1",15164894.247381,14925.757219,1006116.584
"14.02","1",Manhattan,"001402","1001402",,Lower East Side,MN0302,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061001402","4103",4459.15601870000,1226206.24719000002,113919.298,"0","1",15164894.247381,14925.757219,1226206.247
"18","1",Manhattan,"001800","1001800",,Lower East Side,MN0302,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061001800","4103",6391.92117449000,2399276.86434999993,222902.119,"0","1",15164894.247381,14925.757219,1668319.823
"22.01","1",Manhattan,"002201","1002201",,Lower East Side,MN0302,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061002201","4103",5779.06260724000,1740173.87581000011,161668.898,"0","1",15164894.247381,14925.757219,1528489.990
"26.01","1",Manhattan,"002601","1002601",,East Village,MN0303,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061002601","4103",4521.25106638000,1141217.52722999989,106023.561,"0","1",15164894.247381,14925.757219,116759.293
"32","1",Manhattan,"003200","1003200",,East Village,MN0303,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061003200","4103",6358.43545384000,2335526.62183000008,216979.584,"0","1",15164894.247381,14925.757219,674491.896
"33","1",Manhattan,"003300","1003300",,Tribeca-Civic Center,MN0102,MN01,MN01 Financial District-Tribeca (CD 1 Equivalent),"36061003300","4121",8170.75642439000,3677727.61843999987,341675.143,"0","1",15164894.247381,14925.757219,35279.224
"36.01","1",Manhattan,"003601","1003601",,Lower East Side,MN0302,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061003601","4103",4201.29530909000,1082296.16558000003,100549.534,"0","1",15164894.247381,14925.757219,59882.612
"37","1",Manhattan,"003700","1003700",,SoHo-Little Italy-Hudson Square,MN0201,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),"36061003700","4121",11701.60794320000,4116364.29736000020,382426.409,"0","1",15164894.247381,14925.757219,2679927.392
"39","1",Manhattan,"003900","1003900",,Tribeca-Civic Center,MN0102,MN01,MN01 Financial District-Tribeca (CD 1 Equivalent),"36061003900","4121",12700.42461980000,3571006.25669000018,331760.366,"0","1",15164894.247381,14925.757219,1101544.513
"70.01","1",Manhattan,"007001","1007001",,Murray Hill-Kips Bay,MN0603,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061007001","4165",4116.82326197000,967528.06360899995,89887.260,"0","1",15164894.247381,14925.757219,791022.868
"70.02","1",Manhattan,"007002","1007002",,Murray Hill-Kips Bay,MN0603,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061007002","4165",4036.36952209000,941181.26639400003,87439.542,"0","1",15164894.247381,14925.757219,927699.180
"72","1",Manhattan,"007200","1007200",,Murray Hill-Kips Bay,MN0603,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061007200","4165",5722.94380674000,1877428.79582000012,174420.733,"0","1",15164894.247381,14925.757219,322714.965
"78","1",Manhattan,"007800","1007800",,Murray Hill-Kips Bay,MN0603,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061007800","4165",5546.86738568000,1912109.89721000008,177642.765,"0","1",15164894.247381,14925.757219,336360.482
"87","1",Manhattan,"008700","1008700",,Chelsea-Hudson Yards,MN0401,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061008700","4104",5579.48038550000,1780834.06535000005,165446.664,"0","1",15164894.247381,14925.757219,5129.214
"89","1",Manhattan,"008900","1008900",,Chelsea-Hudson Yards,MN0401,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061008900","4104",5578.14059054000,1782674.05104999989,165617.632,"0","1",15164894.247381,14925.757219,106501.898
"91","1",Manhattan,"009100","1009100",,Chelsea-Hudson Yards,MN0401,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061009100","4104",5743.39332012000,1927040.12601000001,179029.825,"0","1",15164894.247381,14925.757219,45236.761
"93","1",Manhattan,"009300","1009300",,Chelsea-Hudson Yards,MN0401,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061009300","4104",5740.25895778000,1929422.57462000009,179251.192,"0","1",15164894.247381,14925.757219,1084253.980
"97","1",Manhattan,"009700","1009700",,Chelsea-Hudson Yards,MN0401,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061009700","4104",5655.10995589000,1860581.09400999988,172855.565,"0","1",15164894.247381,14925.757219,371827.280
"99.02","1",Manhattan,"009902","1009902",,Chelsea-Hudson Yards,MN0401,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061009902","4104",8383.89303694000,2006894.84251999995,186448.737,"0","1",15164894.247381,14925.757219,3942.827
"108.02","1",Manhattan,"010802","1010802",,East Midtown-Turtle Bay,MN0604,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061010802","4165",3142.73680616000,617743.75491300004,57390.944,"0","1",15164894.247381,14925.757219,17358.170
"121.02","1",Manhattan,"012102","1012102",,Hell's Kitchen,MN0402,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061012102","4104",3933.96052052000,959890.05928900000,89177.753,"0","1",15164894.247381,14925.757219,194.711
"122","1",Manhattan,"012200","1012200",,Upper East Side-Carnegie Hill,MN0802,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061012200","4108",5683.16743346000,1857829.44402999990,172600.104,"0","1",15164894.247381,14925.757219,220412.063
"127","1",Manhattan,"012700","1012700",,Hell's Kitchen,MN0402,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061012700","4104",5682.36124648000,1872371.15965000005,173951.036,"0","1",15164894.247381,14925.757219,611400.532
"130","1",Manhattan,"013000","1013000",,Upper East Side-Carnegie Hill,MN0802,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061013000","4108",5807.97295431000,1918144.60556999990,178203.672,"0","1",15164894.247381,14925.757219,957773.411
"132.02","1",Manhattan,"013202","1013202",,Upper East Side-Lenox Hill-Roosevelt Island,MN0801,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061013202","4108",3431.47781008000,727876.70494500000,67622.787,"0","1",15164894.247381,14925.757219,4584.597
"133","1",Manhattan,"013300","1013300",,Hell's Kitchen,MN0402,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061013300","4104",5684.39575861000,1876670.07208000007,174350.445,"0","1",15164894.247381,14925.757219,921618.974
"150.01","1",Manhattan,"015001","1015001",,Upper East Side-Carnegie Hill,MN0802,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061015001","4108",3124.39323032000,556354.46036300005,51687.678,"0","1",15164894.247381,14925.757219,136374.026
"150.02","1",Manhattan,"015002","1015002",,Upper East Side-Carnegie Hill,MN0802,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061015002","4108",4689.90619108000,1352304.14647000004,125634.776,"0","1",15164894.247381,14925.757219,807327.894
"151.01","1",Manhattan,"015101","1015101",,Upper West Side-Lincoln Square,MN0701,MN07,MN07 Upper West Side (CD 7 Approximation),"36061015101","4107",4418.89071022000,1179802.65733999992,109608.616,"0","1",15164894.247381,14925.757219,9.139
"158.01","1",Manhattan,"015801","1015801",,Upper East Side-Carnegie Hill,MN0802,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061015801","4108",4692.93188472000,1353075.76215999993,125706.471,"0","1",15164894.247381,14925.757219,36830.299
"160.01","1",Manhattan,"016001","1016001",,Upper East Side-Carnegie Hill,MN0802,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061016001","4108",4702.17377716000,1352632.29777999991,125665.278,"0","1",15164894.247381,14925.757219,795708.849
"161","1",Manhattan,"016100","1016100",,Upper West Side (Central),MN0702,MN07,MN07 Upper West Side (CD 7 Approximation),"36061016100","4107",5716.22543542000,1677359.66531000007,155833.792,"0","1",15164894.247381,14925.757219,181198.681
"162","1",Manhattan,"016200","1016200",,East Harlem (South),MN1101,MN11,MN11 East Harlem (CD 11 Equivalent),"36061016200","4111",10087.78634410000,2927429.50858000014,271970.644,"0","1",15164894.247381,14925.757219,624864.432
"165","1",Manhattan,"016500","1016500",,Upper West Side (Central),MN0702,MN07,MN07 Upper West Side (CD 7 Approximation),"36061016500","4107",6286.35561079000,2199114.59964000015,204307.048,"0","1",15164894.247381,14925.757219,1747401.310
"166","1",Manhattan,"016600","1016600",,East Harlem (South),MN1101,MN11,MN11 East Harlem (CD 11 Equivalent),"36061016600","4111",5724.30052448000,1871913.93571999995,173908.770,"0","1",15164894.247381,14925.757219,604078.741
"169","1",Manhattan,"016900","1016900",,Upper West Side (Central),MN0702,MN07,MN07 Upper West Side (CD 7 Approximation),"36061016900","4107",5751.66165621000,1937087.87968000001,179963.679,"0","1",15164894.247381,14925.757219,1937087.880
"170","1",Manhattan,"017000","1017000",,East Harlem (South),MN1101,MN11,MN11 East Harlem (CD 11 Equivalent),"36061017000","4111",5617.78174999000,1969157.88721000007,182943.157,"0","1",15164894.247381,14925.757219,1397010.333
"171","1",Manhattan,"017100","1017100",,Upper West Side (Central),MN0702,MN07,MN07 Upper West Side (CD 7 Approximation),"36061017100","4107",6578.84264098000,2262383.01447999990,210184.997,"0","1",15164894.247381,14925.757219,1690370.505
"172","1",Manhattan,"017200","1017200",,East Harlem (South),MN1101,MN11,MN11 East Harlem (CD 11 Equivalent),"36061017200","4111",5797.26396924000,1912754.75564999995,177703.084,"0","1",15164894.247381,14925.757219,1912754.756
"173","1",Manhattan,"017300","1017300",,Upper West Side (Central),MN0702,MN07,MN07 Upper West Side (CD 7 Approximation),"36061017300","4107",5735.89530142000,1921881.19268000009,178550.930,"0","1",15164894.247381,14925.757219,1387729.581
"174.01","1",Manhattan,"017401","1017401",,East Harlem (South),MN1101,MN11,MN11 East Harlem (CD 11 Equivalent),"36061017401","4111",4175.33030196000,1086203.70932999998,100912.966,"0","1",15164894.247381,14925.757219,1086203.709
"174.02","1",Manhattan,"017402","1017402",,East Harlem (South),MN1101,MN11,MN11 East Harlem (CD 11 Equivalent),"36061017402","4111",3109.68354092000,547579.12672599999,50872.444,"0","1",15164894.247381,14925.757219,547579.127
"175","1",Manhattan,"017500","1017500",,Upper West Side (Central),MN0702,MN07,MN07 Upper West Side (CD 7 Approximation),"36061017500","4107",6483.80365379000,2318094.02316999994,215360.807,"0","1",15164894.247381,14925.757219,208085.346
"177","1",Manhattan,"017700","1017700",,Upper West Side (Central),MN0702,MN07,MN07 Upper West Side (CD 7 Approximation),"36061017700","4107",5688.50157024000,1878929.74707999988,174560.575,"0","1",15164894.247381,14925.757219,288975.716
"180","1",Manhattan,"018000","1018000",,East Harlem (North),MN1102,MN11,MN11 East Harlem (CD 11 Equivalent),"36061018000","4111",6055.91400604000,2287541.25700999983,212522.355,"0","1",15164894.247381,14925.757219,2287541.257
"181","1",Manhattan,"018100","1018100",,Upper West Side (Central),MN0702,MN07,MN07 Upper West Side (CD 7 Approximation),"36061018100","4107",5253.87795421000,1489902.89326999988,138418.334,"0","1",15164894.247381,14925.757219,1979.225
"184","1",Manhattan,"018400","1018400",,East Harlem (North),MN1102,MN11,MN11 East Harlem (CD 11 Equivalent),"36061018400","4111",5771.87402807000,1903568.41941999993,176849.668,"0","1",15164894.247381,14925.757219,1518738.471
"186","1",Manhattan,"018600","1018600",,Harlem (South),MN1001,MN10,MN10 Harlem (CD 10 Equivalent),"36061018600","4110",4621.74084376000,1311722.33119999990,121864.627,"0","1",15164894.247381,14925.757219,1311722.331
"187","1",Manhattan,"018700","1018700",,Upper West Side-Manhattan Valley,MN0703,MN07,MN07 Upper West Side (CD 7 Approximation),"36061018700","4107",6534.41136082000,2323892.25423000008,215899.543,"0","1",15164894.247381,14925.757219,10630.496
"193","1",Manhattan,"019300","1019300",,Upper West Side-Manhattan Valley,MN0703,MN07,MN07 Upper West Side (CD 7 Approximation),"36061019300","4107",5716.00494440000,1892879.10541999992,175856.589,"0","1",15164894.247381,14925.757219,1892879.105
"197.02","1",Manhattan,"019702","1019702",,Harlem (South),MN1001,MN10,MN10 Harlem (CD 10 Equivalent),"36061019702","4110",3204.62116985000,509562.33031100000,47340.529,"0","1",15164894.247381,14925.757219,509562.330
"199","1",Manhattan,"019900","1019900",,Morningside Heights,MN0901,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),"36061019900","4109",6655.70797590000,2406577.22288999986,223581.381,"0","1",15164894.247381,14925.757219,1699890.773
"205","1",Manhattan,"020500","1020500",,Morningside Heights,MN0901,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),"36061020500","4109",7148.86462368000,2977095.90413000016,276585.054,"0","1",15164894.247381,14925.757219,1746707.188
"207.01","1",Manhattan,"020701","1020701",,Morningside Heights,MN0901,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),"36061020701","4109",2984.71727731000,508167.88820400002,47206.198,"0","1",15164894.247381,14925.757219,164460.563
"213.03","1",Manhattan,"021303","1021303",,Manhattanville-West Harlem,MN0902,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),"36061021303","4109",7255.90349988000,1643103.36976999999,152651.407,"0","1",15164894.247381,14925.757219,156761.562
"216","1",Manhattan,"021600","1021600",,Harlem (South),MN1001,MN10,MN10 Harlem (CD 10 Equivalent),"36061021600","4110",5689.08062719000,1864443.26600000006,173214.779,"0","1",15164894.247381,14925.757219,1864443.266
"218","1",Manhattan,"021800","1021800",,Harlem (South),MN1001,MN10,MN10 Harlem (CD 10 Equivalent),"36061021800","4110",5775.54814549000,1958684.88773000007,181970.243,"0","1",15164894.247381,14925.757219,1495660.202
"220","1",Manhattan,"022000","1022000",,Harlem (South),MN1001,MN10,MN10 Harlem (CD 10 Equivalent),"36061022000","4110",5691.51581119000,1882647.55466999998,174906.060,"0","1",15164894.247381,14925.757219,467348.164
"221.02","1",Manhattan,"022102","1022102",,Harlem (North),MN1002,MN10,MN10 Harlem (CD 10 Equivalent),"36061022102","4110",4893.83957917000,1065533.64290000009,98992.691,"0","1",15164894.247381,14925.757219,546452.270
"222","1",Manhattan,"022200","1022200",,Harlem (South),MN1001,MN10,MN10 Harlem (CD 10 Equivalent),"36061022200","4110",5772.83230285000,1953119.68039000011,181453.236,"0","1",15164894.247381,14925.757219,13149.368
"223.01","1",Manhattan,"022301","1022301",,Manhattanville-West Harlem,MN0902,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),"36061022301","4109",8733.01480272000,2058402.29328000010,191234.497,"0","1",15164894.247381,14925.757219,1861316.860
"225","1",Manhattan,"022500","1022500",,Hamilton Heights-Sugar Hill,MN0903,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),"36061022500","4109",7396.99274354000,2807019.54711000016,260784.297,"0","1",15164894.247381,14925.757219,2134221.977
"231","1",Manhattan,"023100","1023100",,Hamilton Heights-Sugar Hill,MN0903,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),"36061023100","4109",5606.71317811000,1962707.27007999993,182344.029,"0","1",15164894.247381,14925.757219,1962707.270
"234","1",Manhattan,"023400","1023400",,Harlem (North),MN1002,MN10,MN10 Harlem (CD 10 Equivalent),"36061023400","4110",5671.30995301000,1167006.62519000005,108419.980,"0","1",15164894.247381,14925.757219,1167006.625
"235.02","1",Manhattan,"023502","1023502",,Harlem (North),MN1002,MN10,MN10 Harlem (CD 10 Equivalent),"36061023502","4110",3399.58440965000,447807.85508100002,41603.296,"0","1",15164894.247381,14925.757219,447807.855
"243.01","1",Manhattan,"024301","1024301",,Washington Heights (South),MN1201,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061024301","4112",4737.70166378000,1129820.01224999991,104959.787,"0","1",15164894.247381,14925.757219,57774.090
"255","1",Manhattan,"025500","1025500",,Washington Heights (South),MN1201,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061025500","4112",10781.38140670000,4718124.84312999994,438334.361,"0","1",15164894.247381,14925.757219,12385.712
"267","1",Manhattan,"026700","1026700",,Washington Heights (North),MN1202,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061026700","4112",3868.79308853000,519544.63423800003,48267.961,"0","1",15164894.247381,14925.757219,519353.388
"269","1",Manhattan,"026900","1026900",,Washington Heights (North),MN1202,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061026900","4112",6017.03663476000,1889655.54983999999,175557.238,"0","1",15164894.247381,14925.757219,1018286.394
"271","1",Manhattan,"027100","1027100",,Washington Heights (North),MN1202,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061027100","4112",6484.39184968000,2075200.78391000000,192795.199,"0","1",15164894.247381,14925.757219,57798.488
"295","1",Manhattan,"029500","1029500",,Inwood,MN1203,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061029500","4112",5236.02362895000,1459956.20925000007,135636.284,"0","1",15164894.247381,14925.757219,7502.714
"23","2",Bronx,"002300","2002300",,Mott Haven-Port Morris,BX0101,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005002300","4221",4717.34230537000,1126745.17996999994,104679.485,"0","1",15164894.247381,14925.757219,1126745.180
"25","2",Bronx,"002500","2002500",,Mott Haven-Port Morris,BX0101,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005002500","4221",5019.28198497000,1372151.25720999995,127478.761,"0","1",15164894.247381,14925.757219,1372151.257
"27.01","2",Bronx,"002701","2002701",,Mott Haven-Port Morris,BX0101,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005002701","4221",4100.51370609000,875817.56043900002,81367.219,"0","1",15164894.247381,14925.757219,875817.560
"27.02","2",Bronx,"002702","2002702",,Mott Haven-Port Morris,BX0101,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005002702","4221",6087.90048070000,1677797.98907999997,155874.657,"0","1",15164894.247381,14925.757219,1676634.899
"39","2",Bronx,"003900","2003900",,Mott Haven-Port Morris,BX0101,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005003900","4221",7427.77773285000,2326464.74674999993,216138.609,"0","1",15164894.247381,14925.757219,1598451.635
"40.01","2",Bronx,"004001","2004001",,Castle Hill-Unionport,BX0903,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005004001","4209",4916.71564064000,1325276.21781000006,123123.920,"0","1",15164894.247381,14925.757219,1101064.675
"42","2",Bronx,"004200","2004200",,Soundview-Clason Point,BX0902,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005004200","4209",10388.26725310000,5209131.53278999962,483950.926,"0","1",15164894.247381,14925.757219,112536.053
"44","2",Bronx,"004400","2004400",,Soundview-Bruckner-Bronx River,BX0901,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005004400","4209",8648.84096843000,2870570.35980000021,266688.455,"0","1",15164894.247381,14925.757219,2314886.927
"46","2",Bronx,"004600","2004600",,Soundview-Clason Point,BX0902,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005004600","4209",5344.87564346000,1435084.95727999997,133325.617,"0","1",15164894.247381,14925.757219,74251.786
"48","2",Bronx,"004800","2004800",,Soundview-Bruckner-Bronx River,BX0901,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005004800","4209",5435.96613838000,1600408.89595000003,148684.939,"0","1",15164894.247381,14925.757219,1600408.896
"50.01","2",Bronx,"005001","2005001",,Soundview-Bruckner-Bronx River,BX0901,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005005001","4209",4206.12179565000,1053604.26778999995,97884.411,"0","1",15164894.247381,14925.757219,1053604.268
"50.02","2",Bronx,"005002","2005002",,Soundview-Bruckner-Bronx River,BX0901,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005005002","4209",4539.78999066000,1226231.42461999995,113922.227,"0","1",15164894.247381,14925.757219,1226231.425
"54","2",Bronx,"005400","2005400",,Soundview-Bruckner-Bronx River,BX0901,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005005400","4209",6397.43689409000,2133456.89397000009,198207.421,"0","1",15164894.247381,14925.757219,2133456.894
"64","2",Bronx,"006400","2006400",,Soundview-Bruckner-Bronx River,BX0901,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005006400","4209",5746.67746943000,1799541.05346999993,167185.193,"0","1",15164894.247381,14925.757219,1778203.307
"65","2",Bronx,"006500","2006500",,Melrose,BX0102,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005006500","4221",9811.63837771000,2816010.81172000011,261619.595,"0","1",15164894.247381,14925.757219,85633.671
"68","2",Bronx,"006800","2006800",,Soundview-Bruckner-Bronx River,BX0901,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005006800","4209",5589.02760859000,1674049.11606999999,155526.439,"0","1",15164894.247381,14925.757219,1674049.116
"70","2",Bronx,"007000","2007000",,Soundview-Bruckner-Bronx River,BX0901,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005007000","4209",6251.69253064000,2207823.35061000008,205116.388,"0","1",15164894.247381,14925.757219,2207823.351
"72","2",Bronx,"007200","2007200",,Castle Hill-Unionport,BX0903,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005007200","4209",7438.84795617000,2283208.28335999977,212119.979,"0","1",15164894.247381,14925.757219,2283208.283
"76","2",Bronx,"007600","2007600",,Soundview-Bruckner-Bronx River,BX0901,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005007600","4209",6696.96571114000,2343060.64845999982,217680.529,"0","1",15164894.247381,14925.757219,2343060.648
"79","2",Bronx,"007900","2007900",,Melrose,BX0102,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005007900","4221",7474.50243197000,2126625.73325000005,197572.730,"0","1",15164894.247381,14925.757219,28259.538
"85","2",Bronx,"008500","2008500",,Longwood,BX0202,BX02,BX02 Longwood-Hunts Point (CD 2 Approximation),"36005008500","4221",6463.49910239000,1966131.48221999989,182662.122,"0","1",15164894.247381,14925.757219,116415.830
"87","2",Bronx,"008700","2008700",,Longwood,BX0202,BX02,BX02 Longwood-Hunts Point (CD 2 Approximation),"36005008700","4221",6953.98445711000,2302753.25282000005,213935.755,"0","1",15164894.247381,14925.757219,162506.875
"92","2",Bronx,"009200","2009200",,Castle Hill-Unionport,BX0903,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005009200","4209",9231.80088386000,3334997.93093999987,309835.816,"0","1",15164894.247381,14925.757219,3334997.931
"125","2",Bronx,"012500","2012500",,Crotona Park East,BX0303,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),"36005012500","4263",5707.51688254000,1828803.45513999998,169903.789,"0","1",15164894.247381,14925.757219,8080.215
"129.01","2",Bronx,"012901","2012901",,Longwood,BX0202,BX02,BX02 Longwood-Hunts Point (CD 2 Approximation),"36005012901","4221",7111.85698351000,1682640.15681999992,156324.570,"0","1",15164894.247381,14925.757219,5486.057
"131","2",Bronx,"013100","2013100",,Longwood,BX0202,BX02,BX02 Longwood-Hunts Point (CD 2 Approximation),"36005013100","4221",6532.97313075000,2477239.18702000007,230146.278,"0","1",15164894.247381,14925.757219,29204.160
"133","2",Bronx,"013300","2013300",,Morrisania,BX0301,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),"36005013300","4263",5723.84989947000,1734820.29150000005,161172.331,"0","1",15164894.247381,14925.757219,1357810.823
"135","2",Bronx,"013500","2013500",,Morrisania,BX0301,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),"36005013500","4263",6997.16912518000,1807152.91519000009,167892.357,"0","1",15164894.247381,14925.757219,286182.366
"149","2",Bronx,"014900","2014900",,Morrisania,BX0301,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),"36005014900","4263",5912.24817584000,1677784.80899999989,155873.508,"0","1",15164894.247381,14925.757219,13901.281
"153","2",Bronx,"015300","2015300",,Crotona Park East,BX0303,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),"36005015300","4263",7313.93621682000,2522690.15332000004,234368.892,"0","1",15164894.247381,14925.757219,2423836.373
"175","2",Bronx,"017500","2017500",,Concourse-Concourse Village,BX0401,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005017500","4204",5723.65400571000,1631792.14090000000,151600.586,"0","1",15164894.247381,14925.757219,1322748.276
"179.01","2",Bronx,"017901","2017901",,Concourse-Concourse Village,BX0401,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005017901","4204",3668.11664666000,825937.07461600006,76733.149,"0","1",15164894.247381,14925.757219,466345.354
"179.02","2",Bronx,"017902","2017902",,Mount Eden-Claremont (West),BX0403,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005017902","4204",3696.53392974000,827548.28744099999,76882.839,"0","1",15164894.247381,14925.757219,15160.308
"181.02","2",Bronx,"018102","2018102",,Concourse-Concourse Village,BX0401,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005018102","4204",4351.40803114000,1040364.56018000003,96654.393,"0","1",15164894.247381,14925.757219,974293.462
"183.02","2",Bronx,"018302","2018302",,Concourse-Concourse Village,BX0401,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005018302","4204",4627.75120226000,1208595.54425000004,112283.778,"0","1",15164894.247381,14925.757219,355333.601
"184","2",Bronx,"018400","2018400",,Throgs Neck-Schuylerville,BX1002,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005018400","4210",9097.85650266000,4814309.56575999968,447270.323,"0","1",15164894.247381,14925.757219,334187.529
"197","2",Bronx,"019700","2019700",,Concourse-Concourse Village,BX0401,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005019700","4204",5397.63791863000,1592663.29435000010,147965.090,"0","1",15164894.247381,14925.757219,91871.420
"202","2",Bronx,"020200","2020200",,Westchester Square,BX1001,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005020200","4210",4746.74173249000,1343331.03343999991,124801.304,"0","1",15164894.247381,14925.757219,1343331.033
"204","2",Bronx,"020400","2020400",,Westchester Square,BX1001,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005020400","4210",4796.30945383000,1447956.02327000001,134521.423,"0","1",15164894.247381,14925.757219,1230233.216
"206.01","2",Bronx,"020601","2020601",,Westchester Square,BX1001,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005020601","4210",5642.62842186000,1629908.82089999993,151425.626,"0","1",15164894.247381,14925.757219,1629908.821
